Driver,Time,LapNumber,LapTime,Position,PitInTime,PitOutTime,dID,rID,Speed
GAS,2117.962,1.0,0 days 00:01:45.008000,17.0,,,180,908,105.008
GAS,5373.539,37.0,0 days 00:01:47.175000,10.0,5356.003,,180,908,107.175
GAS,5467.69,38.0,0 days 00:01:34.151000,11.0,,5376.336,180,908,94.151
PER,2115.25,1.0,0 days 00:01:42.296000,12.0,,,156,908,102.296
PER,3229.131,13.0,0 days 00:01:50.063000,16.0,3211.147,,156,908,110.063
PER,3324.07,14.0,0 days 00:01:34.939000,17.0,,3231.873,156,908,94.939
LEC,2109.996,1.0,0 days 00:01:37.042000,5.0,,,184,908,97.042
LEC,4546.216,28.0,0 days 00:01:47.729000,5.0,4527.249,,184,908,107.729
LEC,4639.62,29.0,0 days 00:01:33.404000,5.0,,4549.014,184,908,93.404
LEC,7198.509,58.0,0 days 00:01:26.926000,5.0,,,184,908,86.926
STR,2115.731,1.0,0 days 00:01:42.777000,13.0,,,183,908,102.777
STR,4481.773,27.0,0 days 00:01:47.488000,10.0,4462.219,,183,908,107.488
STR,4575.773,28.0,0 days 00:01:34,10.0,,4484.558,183,908,94.0
MAG,2111.197,1.0,0 days 00:01:38.243000,6.0,,,168,908,98.243
MAG,3306.96,14.0,0 days 00:01:48.686000,11.0,3287.316,,168,908,108.686
MAG,3401.981,15.0,0 days 00:01:35.021000,10.0,,3309.798,168,908,95.021
MAG,7227.435,58.0,0 days 00:01:28.783000,6.0,,,168,908,88.783
ALB,2114.713,1.0,0 days 00:01:41.759000,11.0,,,186,908,101.759
ALB,3316.751,14.0,0 days 00:01:48.191000,15.0,3298.098,,186,908,108.191
ALB,3411.606,15.0,0 days 00:01:34.855000,15.0,,3319.528,186,908,94.855
KVY,2116.847,1.0,0 days 00:01:43.893000,15.0,,,166,908,103.893
KVY,4394.151,26.0,0 days 00:01:47.022000,11.0,4375.149,,166,908,107.022
KVY,4489.81,27.0,0 days 00:01:35.659000,11.0,,4397.114,166,908,95.659
HUL,2112.646,1.0,0 days 00:01:39.692000,8.0,,,150,908,99.692
HUL,3218.157,13.0,0 days 00:01:47.604000,14.0,3199.373,,150,908,107.604
HUL,3312.633,14.0,0 days 00:01:34.476000,13.0,,3221.088,150,908,94.476
RIC,2161.167,1.0,0 days 00:02:28.213000,20.0,2130.863,,157,908,148.213
RIC,2259.352,2.0,0 days 00:01:38.185000,20.0,,2164.147,157,908,98.185
VER,2109.245,1.0,0 days 00:01:36.291000,4.0,,,174,908,96.291
VER,4266.526,25.0,0 days 00:01:45.970000,4.0,4248.587,,174,908,105.97
VER,4360.178,26.0,0 days 00:01:33.652000,5.0,,4269.437,174,908,93.652
VER,7162.799,58.0,0 days 00:01:27.184000,3.0,,,174,908,87.184
NOR,2114.071,1.0,0 days 00:01:41.117000,10.0,,,187,908,101.117
NOR,3404.185,15.0,0 days 00:01:48.026000,12.0,3385.732,,187,908,108.026
NOR,3500.007,16.0,0 days 00:01:35.822000,13.0,,3407.174,187,908,95.822
HAM,2107.841,1.0,0 days 00:01:34.887000,2.0,,,136,908,94.887
HAM,3371.701,15.0,0 days 00:01:46.079000,4.0,3353.506,,136,908,106.079
HAM,3467.343,16.0,0 days 00:01:35.642000,4.0,,3374.516,136,908,95.642
HAM,7161.165,58.0,0 days 00:01:26.627000,2.0,,,136,908,86.627
VET,2108.58,1.0,0 days 00:01:35.626000,3.0,,,140,908,95.626
VET,3287.561,14.0,0 days 00:01:46.627000,5.0,3268.3,,140,908,106.627
VET,3381.253,15.0,0 days 00:01:33.692000,5.0,,3292.515,140,908,93.692
VET,7197.388,58.0,0 days 00:01:30.822000,4.0,,,140,908,90.822
SAI,2116.157,1.0,0 days 00:01:43.203000,14.0,,,173,908,103.203
RUS,2118.987,1.0,0 days 00:01:46.033000,18.0,,,188,908,106.033
RUS,4445.429,26.0,0 days 00:01:49.321000,18.0,4426.918,,188,908,109.321
RUS,4541.149,27.0,0 days 00:01:35.720000,18.0,,4448.652,188,908,95.72
RUS,5917.179,42.0,0 days 00:01:50.261000,16.0,5899.027,,188,908,110.261
RUS,6016.31,43.0,0 days 00:01:39.131000,16.0,,5920.182,188,908,99.131
RAI,2113.461,1.0,0 days 00:01:40.507000,9.0,,,107,908,100.507
RAI,3131.37,12.0,0 days 00:01:49.402000,16.0,3111.191,,107,908,109.402
RAI,3227.275,13.0,0 days 00:01:35.905000,15.0,,3134.22,107,908,95.905
BOT,2106.767,1.0,0 days 00:01:33.813000,1.0,,,161,908,93.813
BOT,4072.878,23.0,0 days 00:01:46.050000,2.0,4053.695,,161,908,106.05
BOT,4166.683,24.0,0 days 00:01:33.805000,2.0,,4075.765,161,908,93.805
BOT,7140.279,58.0,0 days 00:01:28.161000,1.0,,,161,908,88.161
GRO,2112.07,1.0,0 days 00:01:39.116000,7.0,,,146,908,99.116
GRO,3406.699,15.0,0 days 00:01:56.519000,14.0,3379.496,,146,908,116.519
GRO,3501.78,16.0,0 days 00:01:35.081000,14.0,,3409.637,146,908,95.081
KUB,2159.082,1.0,0 days 00:02:26.128000,19.0,2129.218,,131,908,146.128
KUB,2258.822,2.0,0 days 00:01:39.740000,19.0,,2161.866,131,908,99.74
KUB,4709.988,28.0,0 days 00:01:50.779000,19.0,4690.499,,131,908,110.779
KUB,4806.89,29.0,0 days 00:01:36.902000,19.0,,4713.114,131,908,96.902
KUB,6182.111,44.0,0 days 00:01:48.376000,17.0,6163.016,,131,908,108.376
KUB,6284.048,45.0,0 days 00:01:41.937000,17.0,,6184.913,131,908,101.937
GIO,2117.629,1.0,0 days 00:01:44.675000,16.0,,,181,908,104.675
GIO,4522.808,27.0,0 days 00:01:55.685000,17.0,4498.416,,181,908,115.685
GIO,4617.702,28.0,0 days 00:01:34.894000,17.0,,4525.558,181,908,94.894
GAS,2116.901,1.0,0 days 00:01:45.321000,12.0,,,180,909,105.321
GAS,2914.229,9.0,0 days 00:01:42.197000,13.0,2913.019,,180,909,102.197
GAS,3033.876,10.0,0 days 00:01:59.647000,17.0,,2940.214,180,909,119.647
GAS,5880.318,39.0,0 days 00:01:41.894000,5.0,5878.575,,180,909,101.894
GAS,5997.638,40.0,0 days 00:01:57.320000,11.0,,5903.153,180,909,117.32
GAS,7730.969,57.0,0 days 00:02:00.450000,8.0,,,180,909,120.45
PER,2115.76,1.0,0 days 00:01:44.180000,10.0,,,156,909,104.18
PER,2811.95,8.0,0 days 00:01:41.397000,11.0,2810.247,,156,909,101.397
PER,2930.362,9.0,0 days 00:01:58.412000,17.0,,2837.391,156,909,118.412
PER,5300.908,33.0,0 days 00:01:43.857000,11.0,5299.212,,156,909,103.857
PER,5421.246,34.0,0 days 00:02:00.338000,15.0,,5326.028,156,909,120.338
PER,7736.571,57.0,0 days 00:02:00.523000,10.0,,,156,909,120.523
LEC,2111.046,1.0,0 days 00:01:39.466000,3.0,,,184,909,99.466
LEC,3279.004,13.0,0 days 00:01:39.996000,1.0,3277.316,,184,909,99.996
LEC,3395.207,14.0,0 days 00:01:56.203000,3.0,,3301.824,184,909,116.203
LEC,5516.397,36.0,0 days 00:01:40.447000,1.0,5514.685,,184,909,100.447
LEC,5631.413,37.0,0 days 00:01:55.016000,1.0,,5539.047,184,909,115.016
LEC,7679.006,57.0,0 days 00:02:12.046000,3.0,,,184,909,132.046
STR,2144.5,1.0,0 days 00:02:12.920000,19.0,2142.805,,183,909,132.92
STR,2271.611,2.0,0 days 00:02:07.111000,19.0,,2177.118,183,909,127.111
STR,4350.699,23.0,0 days 00:01:43.367000,19.0,4349.013,,183,909,103.367
STR,4472.51,24.0,0 days 00:02:01.811000,19.0,,4375.613,183,909,121.811
MAG,2114.121,1.0,0 days 00:01:42.541000,7.0,,,168,909,102.541
MAG,3012.648,10.0,0 days 00:01:41.536000,11.0,3010.943,,168,909,101.536
MAG,3129.486,11.0,0 days 00:01:56.838000,15.0,,3035.9,168,909,116.838
MAG,5809.376,38.0,0 days 00:01:44.498000,15.0,5807.691,,168,909,104.498
MAG,5928.462,39.0,0 days 00:01:59.086000,14.0,,5833.693,168,909,119.086
ALB,2117.609,1.0,0 days 00:01:46.029000,13.0,,,186,909,106.029
ALB,2915.303,9.0,0 days 00:01:42.610000,14.0,2913.692,,186,909,102.61
ALB,3033.523,10.0,0 days 00:01:58.220000,16.0,,2939.235,186,909,118.22
ALB,4508.44,25.0,0 days 00:01:41.438000,12.0,4506.774,,186,909,101.438
ALB,4628.075,26.0,0 days 00:01:59.635000,15.0,,4531.574,186,909,119.635
ALB,7735.572,57.0,0 days 00:02:01.365000,9.0,,,186,909,121.365
KVY,2118.145,1.0,0 days 00:01:46.565000,16.0,,,166,909,106.565
KVY,3226.85,12.0,0 days 00:01:56.914000,13.0,3225.229,,166,909,116.914
KVY,3346.554,13.0,0 days 00:01:59.704000,16.0,,3251.666,166,909,119.704
KVY,5807.4,38.0,0 days 00:01:41.810000,13.0,5805.707,,166,909,101.81
KVY,5931.327,39.0,0 days 00:02:03.927000,15.0,,5836.607,166,909,123.927
HUL,2116.129,1.0,0 days 00:01:44.549000,11.0,,,150,909,104.549
HUL,3201.999,12.0,0 days 00:01:40.753000,6.0,3200.304,,150,909,100.753
HUL,3319.265,13.0,0 days 00:01:57.266000,10.0,,3225.801,150,909,117.266
HUL,5178.894,32.0,0 days 00:01:41.252000,6.0,5177.185,,150,909,101.252
HUL,5298.141,33.0,0 days 00:01:59.247000,10.0,,5202.459,150,909,119.247
RIC,2115.115,1.0,0 days 00:01:43.535000,9.0,,,157,909,103.535
RIC,4392.012,24.0,0 days 00:01:42.732000,9.0,4390.336,,157,909,102.732
RIC,4512.085,25.0,0 days 00:02:00.073000,13.0,,4415.987,157,909,120.073
VER,2112.75,1.0,0 days 00:01:41.170000,5.0,,,174,909,101.17
VER,3094.877,11.0,0 days 00:01:40.633000,5.0,3093.169,,174,909,100.633
VER,3211.297,12.0,0 days 00:01:56.420000,8.0,,3117.704,174,909,116.42
VER,5161.227,32.0,0 days 00:01:41.540000,5.0,5159.566,,174,909,101.54
VER,5280.636,33.0,0 days 00:01:59.409000,6.0,,5186.386,174,909,119.409
VER,7679.283,57.0,0 days 00:02:10.611000,4.0,,,174,909,130.611
NOR,2117.693,1.0,0 days 00:01:46.113000,14.0,,,187,909,106.113
NOR,3011.465,10.0,0 days 00:01:41.271000,9.0,3009.839,,187,909,101.271
NOR,3127.483,11.0,0 days 00:01:56.018000,14.0,,3033.966,187,909,116.018
NOR,5379.944,34.0,0 days 00:01:41.958000,6.0,5378.25,,187,909,101.958
NOR,5497.535,35.0,0 days 00:01:57.591000,9.0,,5402.999,187,909,117.591
NOR,7718.629,57.0,0 days 00:01:55.781000,6.0,,,187,909,115.781
HAM,2111.521,1.0,0 days 00:01:39.941000,4.0,,,136,909,99.941
HAM,3283.948,13.0,0 days 00:01:40.720000,3.0,3282.26,,136,909,100.72
HAM,3398.233,14.0,0 days 00:01:54.285000,4.0,,3306.495,136,909,114.285
HAM,5335.691,34.0,0 days 00:01:40.157000,3.0,5333.961,,136,909,100.157
HAM,5449.293,35.0,0 days 00:01:53.602000,4.0,,5358.291,136,909,113.602
VET,2109.122,1.0,0 days 00:01:37.542000,1.0,,,140,909,97.542
VET,3380.593,14.0,0 days 00:01:40.434000,1.0,3378.891,,140,909,100.434
VET,3495.704,15.0,0 days 00:01:55.111000,4.0,,3403.311,140,909,115.111
VET,5428.207,35.0,0 days 00:01:40.527000,2.0,5426.52,,140,909,100.527
VET,5542.053,36.0,0 days 00:01:53.846000,3.0,,5450.722,140,909,113.846
VET,5760.464,38.0,0 days 00:02:03.493000,4.0,5759.609,,140,909,123.493
VET,5886.476,39.0,0 days 00:02:06.012000,9.0,,5792.993,140,909,126.012
VET,7708.943,57.0,0 days 00:02:01.171000,5.0,,,140,909,121.171
SAI,2113.366,1.0,0 days 00:01:41.786000,6.0,,,173,909,101.786
SAI,2445.843,4.0,0 days 00:02:15.038000,18.0,2444.156,,173,909,135.038
SAI,2583.927,5.0,0 days 00:02:18.084000,20.0,,2489.623,173,909,138.084
SAI,4454.333,24.0,0 days 00:01:44.566000,18.0,4452.642,,173,909,104.566
SAI,4572.749,25.0,0 days 00:01:58.416000,19.0,,4477.665,173,909,118.416
SAI,6048.149,40.0,0 days 00:01:41.310000,18.0,6046.462,,173,909,101.31
SAI,6164.201,41.0,0 days 00:01:56.052000,19.0,,6071.459,173,909,116.052
SAI,7327.72,53.0,0 days 00:01:44.824000,17.0,7326.036,,173,909,104.824
RUS,2119.306,1.0,0 days 00:01:47.726000,18.0,,,188,909,107.726
RUS,3228.911,12.0,0 days 00:01:43.060000,16.0,3227.212,,188,909,103.06
RUS,3348.465,13.0,0 days 00:01:59.554000,17.0,,3252.591,188,909,119.554
RUS,4639.156,26.0,0 days 00:01:42.306000,16.0,4637.439,,188,909,102.306
RUS,4760.002,27.0,0 days 00:02:00.846000,17.0,,4662.443,188,909,120.846
RAI,2114.677,1.0,0 days 00:01:43.097000,8.0,,,107,909,103.097
RAI,2907.683,9.0,0 days 00:01:40.696000,8.0,2906.121,,107,909,100.696
RAI,3025.091,10.0,0 days 00:01:57.408000,14.0,,2931.645,107,909,117.408
RAI,5286.375,33.0,0 days 00:01:43.346000,8.0,5284.8,,107,909,103.346
RAI,5405.052,34.0,0 days 00:01:58.677000,12.0,,5310.306,107,909,118.677
RAI,7720.345,57.0,0 days 00:01:53.516000,7.0,,,107,909,113.516
BOT,2110.524,1.0,0 days 00:01:38.944000,2.0,,,161,909,98.944
BOT,3190.146,12.0,0 days 00:01:40.185000,4.0,3188.437,,161,909,100.185
BOT,3307.176,13.0,0 days 00:01:57.030000,6.0,,3213.3,161,909,117.03
BOT,5640.157,37.0,0 days 00:01:41.713000,4.0,5638.444,,161,909,101.713
BOT,5757.702,38.0,0 days 00:01:57.545000,3.0,,5662.851,161,909,117.545
BOT,7675.855,57.0,0 days 00:02:14.077000,2.0,,,161,909,134.077
GRO,2151.544,1.0,0 days 00:02:19.964000,20.0,2149.928,,146,909,139.964
GRO,2276.559,2.0,0 days 00:02:05.015000,20.0,,2181.899,146,909,125.015
GRO,3660.342,16.0,0 days 00:01:42.879000,20.0,3658.679,,146,909,102.879
KUB,2118.878,1.0,0 days 00:01:47.298000,17.0,,,131,909,107.298
KUB,3126.816,11.0,0 days 00:01:43.663000,13.0,3125.26,,131,909,103.663
KUB,3244.687,12.0,0 days 00:01:57.871000,17.0,,3149.75,131,909,117.871
KUB,4745.317,27.0,0 days 00:01:43.829000,16.0,4743.618,,131,909,103.829
KUB,4864.532,28.0,0 days 00:01:59.215000,18.0,,4768.211,131,909,119.215
GIO,2117.992,1.0,0 days 00:01:46.412000,15.0,,,181,909,106.412
GIO,3613.117,16.0,0 days 00:01:42.938000,10.0,3611.473,,181,909,102.938
GIO,3733.564,17.0,0 days 00:02:00.447000,14.0,,3639.22,181,909,120.447
GIO,5997.776,40.0,0 days 00:01:41.438000,12.0,5996.173,,181,909,101.438
GIO,6114.917,41.0,0 days 00:01:57.141000,13.0,,6020.958,181,909,117.141
GIO,7737.474,57.0,0 days 00:01:48.638000,11.0,,,181,909,108.638
HAM,2113.755,1.0,0 days 00:01:46.407000,1.0,,,136,910,106.407
HAM,4202.112,22.0,0 days 00:01:44.331000,1.0,4200.501,,136,910,104.331
HAM,4317.944,23.0,0 days 00:01:55.832000,1.0,,4223.308,136,910,115.832
HAM,5585.751,36.0,0 days 00:01:41.694000,1.0,5583.805,,136,910,101.694
HAM,5701.789,37.0,0 days 00:01:56.038000,1.0,,5607.622,136,910,116.038
HAM,7533.698,56.0,0 days 00:01:36.627000,1.0,,,136,910,96.627
BOT,2115.739,1.0,0 days 00:01:48.391000,2.0,,,161,910,108.391
BOT,4107.782,21.0,0 days 00:01:43.863000,2.0,4106.008,,161,910,103.863
BOT,4223.214,22.0,0 days 00:01:55.432000,3.0,,4128.204,161,910,115.432
BOT,5591.025,36.0,0 days 00:01:41.470000,2.0,5589.291,,161,910,101.47
BOT,5707.248,37.0,0 days 00:01:56.223000,3.0,,5613.57,161,910,116.223
BOT,7540.25,56.0,0 days 00:01:36.415000,2.0,,,161,910,96.415
VET,2118.081,1.0,0 days 00:01:50.733000,4.0,,,140,910,110.733
VET,3819.396,18.0,0 days 00:01:45.026000,4.0,3818.316,,140,910,105.026
VET,3936.236,19.0,0 days 00:01:56.840000,5.0,,3840.409,140,910,116.84
VET,5501.562,35.0,0 days 00:01:42.341000,3.0,5499.863,,140,910,102.341
VET,5616.261,36.0,0 days 00:01:54.699000,4.0,,5522.371,140,910,114.699
VET,7547.442,56.0,0 days 00:01:37.948000,3.0,,,140,910,97.948
VER,2120.092,1.0,0 days 00:01:52.744000,5.0,,,174,910,112.744
VER,3722.054,17.0,0 days 00:01:44.082000,5.0,3720.323,,174,910,104.082
VER,3839.128,18.0,0 days 00:01:57.074000,6.0,,3743.774,174,910,117.074
VER,5412.897,34.0,0 days 00:01:42.883000,5.0,5411.184,,174,910,102.883
VER,5528.002,35.0,0 days 00:01:55.105000,5.0,,5433.815,174,910,115.105
VER,7561.325,56.0,0 days 00:01:38.046000,4.0,,,174,910,98.046
LEC,2117.409,1.0,0 days 00:01:50.061000,3.0,,,184,910,110.061
LEC,4222.31,22.0,0 days 00:01:45.360000,2.0,4220.586,,184,910,105.36
LEC,4339.277,23.0,0 days 00:01:56.967000,5.0,,4243.757,184,910,116.967
LEC,6199.06,42.0,0 days 00:01:42.844000,4.0,6197.46,,184,910,102.844
LEC,6316.327,43.0,0 days 00:01:57.267000,5.0,,6221.677,184,910,117.267
LEC,7564.974,56.0,0 days 00:01:36.503000,5.0,,,184,910,96.503
GAS,2121.47,1.0,0 days 00:01:54.122000,6.0,,,180,910,114.122
GAS,3932.19,19.0,0 days 00:01:44.356000,4.0,3930.466,,180,910,104.356
GAS,4049.522,20.0,0 days 00:01:57.332000,8.0,,3952.777,180,910,117.332
GAS,5929.269,39.0,0 days 00:01:43.236000,6.0,5927.81,,180,910,103.236
GAS,6046.15,40.0,0 days 00:01:56.881000,6.0,,5950.271,180,910,116.881
GAS,7313.91,53.0,0 days 00:01:42.032000,6.0,7312.186,,180,910,102.032
GAS,7430.589,54.0,0 days 00:01:56.679000,6.0,,7334.594,180,910,116.679
GAS,7623.005,56.0,0 days 00:01:37.674000,6.0,,,180,910,97.674
RIC,2124.118,1.0,0 days 00:01:56.770000,7.0,,,157,910,116.77
RIC,3842.215,18.0,0 days 00:01:45.141000,8.0,3840.519,,157,910,105.141
RIC,3960.733,19.0,0 days 00:01:58.518000,10.0,,3864.011,157,910,118.518
PER,2125.346,1.0,0 days 00:01:57.998000,8.0,,,156,910,117.998
PER,4047.369,20.0,0 days 00:01:45.308000,7.0,4045.676,,156,910,105.308
PER,4166.094,21.0,0 days 00:01:58.725000,9.0,,4069.383,156,910,118.725
RAI,2128.894,1.0,0 days 00:02:01.546000,12.0,,,107,910,121.546
RAI,4555.058,25.0,0 days 00:01:45.356000,7.0,4553.64,,107,910,105.356
RAI,4673.813,26.0,0 days 00:01:58.755000,10.0,,4577.313,107,910,118.755
ALB,2135.46,1.0,0 days 00:02:08.468000,18.0,,2017.705,186,910,128.468
ALB,3962.595,19.0,0 days 00:01:45.813000,11.0,3961.394,,186,910,105.813
ALB,4080.29,20.0,0 days 00:01:57.695000,16.0,,3984.42,186,910,117.695
GRO,2127.073,1.0,0 days 00:01:59.725000,10.0,,,146,910,119.725
GRO,2847.234,8.0,0 days 00:01:45.814000,14.0,2846.024,,146,910,105.814
GRO,2965.671,9.0,0 days 00:01:58.437000,17.0,,2868.962,146,910,118.437
GRO,5577.236,35.0,0 days 00:01:45.200000,12.0,5575.566,,146,910,105.2
GRO,5695.013,36.0,0 days 00:01:57.777000,12.0,,5599.285,146,910,117.777
STR,2130.342,1.0,0 days 00:02:02.994000,13.0,,,183,910,122.994
STR,4062.14,20.0,0 days 00:01:46.051000,10.0,4060.43,,183,910,106.051
STR,4181.078,21.0,0 days 00:01:58.938000,15.0,,4083.904,183,910,118.938
STR,6477.646,44.0,0 days 00:01:45.046000,11.0,6475.937,,183,910,105.046
STR,6593.482,45.0,0 days 00:01:55.836000,13.0,,6499.695,183,910,115.836
MAG,2127.737,1.0,0 days 00:02:00.389000,11.0,,,168,910,120.389
MAG,2950.739,9.0,0 days 00:01:45.444000,13.0,2949.048,,168,910,105.444
MAG,3069.847,10.0,0 days 00:01:59.108000,17.0,,2972.98,168,910,119.108
MAG,5386.252,33.0,0 days 00:01:45.049000,13.0,5384.608,,168,910,105.049
MAG,5502.809,34.0,0 days 00:01:56.557000,14.0,,5407.929,168,910,116.557
SAI,2139.248,1.0,0 days 00:02:11.900000,19.0,2137.542,,173,910,131.9
SAI,2280.304,2.0,0 days 00:02:21.056000,19.0,,2183.479,173,910,141.056
SAI,5699.315,36.0,0 days 00:01:45.356000,14.0,5698.216,,173,910,105.356
SAI,5817.137,37.0,0 days 00:01:57.822000,15.0,,5720.348,173,910,117.822
GIO,2131.443,1.0,0 days 00:02:04.095000,14.0,,,181,910,124.095
GIO,2752.072,7.0,0 days 00:01:46.701000,17.0,2750.764,,181,910,106.701
GIO,2872.242,8.0,0 days 00:02:00.170000,18.0,,2775.849,181,910,120.17
GIO,5091.363,30.0,0 days 00:01:46.572000,15.0,5090.343,,181,910,106.572
GIO,5212.579,31.0,0 days 00:02:01.216000,15.0,,5115.314,181,910,121.216
RUS,2132.082,1.0,0 days 00:02:04.734000,15.0,,,188,910,124.734
RUS,4289.927,22.0,0 days 00:01:47.467000,17.0,4288.352,,188,910,107.467
RUS,4409.768,23.0,0 days 00:01:59.841000,18.0,,4312.545,188,910,119.841
RUS,7047.843,49.0,0 days 00:01:47.069000,16.0,7046.161,,188,910,107.069
RUS,7164.513,50.0,0 days 00:01:56.670000,17.0,,7070.217,188,910,116.67
KUB,2132.403,1.0,0 days 00:02:05.409000,16.0,,,131,910,125.409
KUB,4710.09,26.0,0 days 00:01:48,17.0,4709.201,,131,910,108.0
KUB,4840.973,27.0,0 days 00:02:10.883000,19.0,,4741.331,131,910,130.883
NOR,2145.602,1.0,0 days 00:02:18.254000,20.0,2143.924,,187,910,138.254
NOR,2292.188,2.0,0 days 00:02:26.586000,20.0,,2194.659,187,910,146.586
NOR,3806.345,17.0,0 days 00:01:47.516000,19.0,3804.624,,187,910,107.516
NOR,3938.667,18.0,0 days 00:02:12.322000,19.0,,3838.254,187,910,132.322
NOR,5541.152,34.0,0 days 00:01:44.551000,18.0,5539.658,,187,910,104.551
NOR,5661.366,35.0,0 days 00:02:00.214000,19.0,,5562.657,187,910,120.214
NOR,7158.278,50.0,0 days 00:01:45.912000,16.0,7156.585,,187,910,105.912
KVY,2133.987,1.0,0 days 00:02:06.639000,17.0,,,166,910,126.639
KVY,2749.706,7.0,0 days 00:01:46.599000,16.0,2748.227,,166,910,106.599
KVY,2862.805,8.0,0 days 00:01:53.099000,17.0,,2765.256,166,910,113.099
KVY,4578.807,25.0,0 days 00:01:45.954000,14.0,4577.11,,166,910,105.954
KVY,4699.911,26.0,0 days 00:02:01.104000,16.0,,4603.382,166,910,121.104
KVY,5097.771,30.0,0 days 00:01:42.940000,16.0,5096.522,,166,910,102.94
KVY,5235.625,31.0,0 days 00:02:17.854000,17.0,,5139.395,166,910,137.854
KVY,6230.623,41.0,0 days 00:01:47.185000,17.0,6228.938,,166,910,107.185
HUL,2126.508,1.0,0 days 00:01:59.160000,9.0,,,150,910,119.16
HUL,3144.706,11.0,0 days 00:01:45.975000,10.0,3143.009,,150,910,105.975
HUL,3265.402,12.0,0 days 00:02:00.696000,16.0,,3167.181,150,910,120.696
HUL,3677.28,16.0,0 days 00:01:49.543000,18.0,3675.565,,150,910,109.543
GAS,2144.819,1.0,0 days 00:02:07.221000,19.0,,2033.979,180,911,127.221
PER,2132.038,1.0,0 days 00:01:54.440000,4.0,,,156,911,114.44
PER,3134.495,10.0,0 days 00:01:56.409000,7.0,3133.501,,156,911,116.409
PER,3260.499,11.0,0 days 00:02:06.004000,10.0,,3154.646,156,911,126.004
PER,7606.956,51.0,0 days 00:01:46.892000,6.0,,,156,911,106.892
LEC,2136.741,1.0,0 days 00:01:59.143000,10.0,,,184,911,119.143
LEC,5695.016,34.0,0 days 00:01:52.992000,5.0,5693.903,,184,911,112.992
LEC,5818.414,35.0,0 days 00:02:03.398000,6.0,,5714.181,184,911,123.398
LEC,7158.062,47.0,0 days 00:01:51.013000,5.0,7157.14,,184,911,111.013
LEC,7281.352,48.0,0 days 00:02:03.290000,5.0,,7177.138,184,911,123.29
LEC,7599.647,51.0,0 days 00:01:46.503000,5.0,,,184,911,106.503
STR,2136.975,1.0,0 days 00:01:59.377000,11.0,,,183,911,119.377
STR,3148.804,10.0,0 days 00:02:00.694000,11.0,3147.734,,183,911,120.694
STR,3278.027,11.0,0 days 00:02:09.223000,18.0,,3170.665,183,911,129.223
STR,7634.356,51.0,0 days 00:01:47.732000,9.0,,,183,911,107.732
MAG,2138.837,1.0,0 days 00:02:01.239000,13.0,,,168,911,121.239
MAG,2817.314,7.0,0 days 00:01:58.041000,15.0,2816.103,,168,911,118.041
MAG,2943.517,8.0,0 days 00:02:06.203000,18.0,,2836.202,168,911,126.203
MAG,6368.581,39.0,0 days 00:02:29.173000,13.0,6367.481,,168,911,149.173
MAG,6502.561,40.0,0 days 00:02:13.980000,13.0,,6388.231,168,911,133.98
ALB,2137.958,1.0,0 days 00:02:00.360000,12.0,,,186,911,120.36
ALB,3377.436,12.0,0 days 00:01:59.673000,13.0,3376.448,,186,911,119.673
ALB,3504.754,13.0,0 days 00:02:07.318000,20.0,,3396.948,186,911,127.318
KVY,2134.631,1.0,0 days 00:01:57.033000,7.0,,,166,911,117.033
KVY,2592.005,5.0,0 days 00:02:02.152000,19.0,2590.813,,166,911,122.152
KVY,2721.14,6.0,0 days 00:02:09.135000,20.0,,2611.761,166,911,129.135
KVY,5709.133,33.0,0 days 00:02:02.484000,17.0,5707.989,,166,911,122.484
HUL,2139.406,1.0,0 days 00:02:01.808000,14.0,,,150,911,121.808
HUL,2930.776,8.0,0 days 00:01:58.025000,15.0,2929.656,,150,911,118.025
HUL,3057.956,9.0,0 days 00:02:07.180000,19.0,,2950.858,150,911,127.18
HUL,5792.016,34.0,0 days 00:01:52.947000,15.0,5790.936,,150,911,112.947
HUL,5916.985,35.0,0 days 00:02:04.969000,15.0,,5811.659,150,911,124.969
RIC,2136.153,1.0,0 days 00:01:58.555000,9.0,,,157,911,118.555
RIC,3149.441,10.0,0 days 00:02:00.178000,12.0,3148.236,,157,911,120.178
RIC,3277.207,11.0,0 days 00:02:07.766000,17.0,,3169.567,157,911,127.766
VER,2133.502,1.0,0 days 00:01:55.904000,5.0,,,174,911,115.904
VER,3558.063,14.0,0 days 00:01:53.703000,2.0,3556.869,,174,911,113.703
VER,3682.294,15.0,0 days 00:02:04.231000,6.0,,3577.848,174,911,124.231
VER,7548.033,51.0,0 days 00:01:46.921000,4.0,,,174,911,106.921
NOR,2133.56,1.0,0 days 00:01:55.962000,6.0,,,187,911,115.962
NOR,3026.808,9.0,0 days 00:01:58.470000,8.0,3025.602,,187,911,118.47
NOR,3152.568,10.0,0 days 00:02:05.760000,14.0,,3045.415,187,911,125.76
NOR,6303.96,39.0,0 days 00:02:13.917000,8.0,6302.784,,187,911,133.917
NOR,7630.808,51.0,0 days 00:01:47.801000,8.0,,,187,911,107.801
HAM,2130.387,1.0,0 days 00:01:52.789000,2.0,,,136,911,112.789
HAM,3439.319,13.0,0 days 00:01:54.551000,2.0,3438.117,,136,911,114.551
HAM,3563.602,14.0,0 days 00:02:04.283000,4.0,,3458.732,136,911,124.283
HAM,7532.064,51.0,0 days 00:01:44.789000,2.0,,,136,911,104.789
