Driver,Time,LapNumber,LapTime,Position,PitInTime,PitOutTime,dID,rID,Speed
PER,15604.57,1.0,0 days 00:04:05.276000,20.0,,15431.788,156,1050,245.276
STR,15600.484,1.0,0 days 00:04:01.179000,18.0,,15426.785,183,1050,241.179
VER,3806.307,1.0,0 days 00:01:17.665000,1.0,,,174,1051,77.665
VER,5312.759,21.0,0 days 00:01:18.594000,1.0,5311.219,,174,1051,78.594
VER,5405.333,22.0,0 days 00:01:32.574000,2.0,,5330.417,174,1051,92.574
VER,6752.582,40.0,0 days 00:01:16.990000,1.0,6751.067,,174,1051,76.99
VER,6843.853,41.0,0 days 00:01:31.271000,1.0,,6769.646,174,1051,91.271
VER,9134.037,72.0,0 days 00:01:14.756000,1.0,,,174,1051,74.756
HAM,3808.041,1.0,0 days 00:01:19.399000,2.0,,,136,1051,79.399
HAM,5240.912,20.0,0 days 00:01:19.092000,2.0,5239.304,,136,1051,79.092
HAM,5333.461,21.0,0 days 00:01:32.549000,3.0,,5259.184,136,1051,92.549
HAM,6681.429,39.0,0 days 00:01:17.127000,2.0,6680.178,,136,1051,77.127
HAM,6773.692,40.0,0 days 00:01:32.263000,2.0,,6698.815,136,1051,92.263
HAM,8991.143,70.0,0 days 00:01:16.335000,2.0,8989.858,,136,1051,76.335
HAM,9083.872,71.0,0 days 00:01:32.729000,2.0,,9008.858,136,1051,92.729
HAM,9154.969,72.0,0 days 00:01:11.097000,2.0,,,136,1051,71.097
BOT,3809.029,1.0,0 days 00:01:20.387000,3.0,,,161,1051,80.387
BOT,6086.787,31.0,0 days 00:01:22.297000,3.0,6085.185,,161,1051,82.297
BOT,6179.574,32.0,0 days 00:01:32.787000,3.0,,6104.174,161,1051,92.787
BOT,8797.778,67.0,0 days 00:01:19.564000,3.0,8796.19,,161,1051,79.564
BOT,8893.546,68.0,0 days 00:01:35.768000,3.0,,8818.016,161,1051,95.768
BOT,9190.497,72.0,0 days 00:01:15.152000,3.0,,,161,1051,75.152
GAS,3810.304,1.0,0 days 00:01:21.662000,4.0,,,180,1051,81.662
GAS,5572.922,24.0,0 days 00:01:19.651000,5.0,5571.368,,180,1051,79.651
GAS,5666.116,25.0,0 days 00:01:33.194000,7.0,,5590.615,180,1051,93.194
LEC,3811.241,1.0,0 days 00:01:22.599000,5.0,,,184,1051,82.599
LEC,6341.739,34.0,0 days 00:01:20.851000,4.0,6340.087,,184,1051,80.851
LEC,6436.519,35.0,0 days 00:01:34.780000,5.0,,6359.67,184,1051,94.78
ALO,3812.885,1.0,0 days 00:01:24.243000,7.0,,,103,1051,84.243
ALO,6283.007,33.0,0 days 00:01:20.105000,6.0,6281.413,,103,1051,80.105
ALO,6377.248,34.0,0 days 00:01:34.241000,9.0,,6300.439,103,1051,94.241
SAI,3812.12,1.0,0 days 00:01:23.478000,6.0,,,173,1051,83.478
SAI,6120.441,31.0,0 days 00:01:20.945000,5.0,6119.161,,173,1051,80.945
SAI,6216.263,32.0,0 days 00:01:35.822000,7.0,,6139.162,173,1051,95.822
PER,3824.716,1.0,0 days 00:01:36.074000,19.0,,3746.446,156,1051,96.074
PER,4374.127,8.0,0 days 00:01:21.601000,19.0,4372.819,,156,1051,81.601
PER,4467.626,9.0,0 days 00:01:33.499000,19.0,,4391.883,156,1051,93.499
PER,7373.316,47.0,0 days 00:01:19.540000,9.0,7371.811,,156,1051,79.54
PER,7466.202,48.0,0 days 00:01:32.886000,11.0,,7390.401,156,1051,92.886
OCO,3813.482,1.0,0 days 00:01:24.840000,8.0,,,176,1051,84.84
OCO,6134.406,31.0,0 days 00:01:19.920000,8.0,6133.152,,176,1051,79.92
OCO,6226.995,32.0,0 days 00:01:32.589000,10.0,,6152.04,176,1051,92.589
NOR,3816.057,1.0,0 days 00:01:27.415000,13.0,,,187,1051,87.415
NOR,6988.154,42.0,0 days 00:01:19.533000,8.0,6986.59,,187,1051,79.533
NOR,7083.404,43.0,0 days 00:01:35.250000,11.0,,7007.023,187,1051,95.25
RIC,3814.213,1.0,0 days 00:01:25.571000,9.0,,,157,1051,85.571
RIC,6063.257,30.0,0 days 00:01:19.869000,9.0,6061.984,,157,1051,79.869
RIC,6159.402,31.0,0 days 00:01:36.145000,12.0,,6083.848,157,1051,96.145
STR,3815.81,1.0,0 days 00:01:27.168000,12.0,,,183,1051,87.168
STR,5839.179,27.0,0 days 00:01:19.910000,14.0,5837.932,,183,1051,79.91
STR,5933.752,28.0,0 days 00:01:34.573000,16.0,,5857.338,183,1051,94.573
VET,3816.903,1.0,0 days 00:01:28.261000,15.0,,,140,1051,88.261
VET,4526.642,10.0,0 days 00:01:21.791000,16.0,4525.416,,140,1051,81.791
VET,4620.547,11.0,0 days 00:01:33.905000,19.0,,4544.054,140,1051,93.905
VET,7179.548,44.0,0 days 00:01:19.511000,17.0,7179.897,,140,1051,79.511
VET,7272.948,45.0,0 days 00:01:33.400000,18.0,,7196.971,140,1051,93.4
GIO,3814.809,1.0,0 days 00:01:26.167000,10.0,,,181,1051,86.167
GIO,5835.7,27.0,0 days 00:01:20.442000,10.0,5834.485,,181,1051,80.442
GIO,5929.717,28.0,0 days 00:01:34.017000,14.0,,5853.285,181,1051,94.017
GIO,6319.523,33.0,0 days 00:01:21.476000,14.0,6317.929,,181,1051,81.476
GIO,6414.987,34.0,0 days 00:01:35.464000,18.0,,6338.07,181,1051,95.464
KUB,3817.75,1.0,0 days 00:01:29.108000,16.0,,,131,1051,89.108
KUB,6871.39,40.0,0 days 00:01:21.745000,18.0,6869.784,,131,1051,81.745
KUB,6967.739,41.0,0 days 00:01:36.349000,18.0,,6889.623,131,1051,96.349
LAT,3825.901,1.0,0 days 00:01:37.259000,20.0,,3747.383,191,1051,97.259
LAT,5541.373,23.0,0 days 00:01:20.626000,17.0,5540.039,,191,1051,80.626
LAT,5636.807,24.0,0 days 00:01:35.434000,19.0,,5560.637,191,1051,95.434
RUS,3815.444,1.0,0 days 00:01:26.802000,11.0,,,188,1051,86.802
RUS,5836.787,27.0,0 days 00:01:19.487000,11.0,5835.599,,188,1051,79.487
RUS,5931.55,28.0,0 days 00:01:34.763000,15.0,,5853.886,188,1051,94.763
RUS,8999.504,68.0,0 days 00:01:22.782000,13.0,8998.257,,188,1051,82.782
RUS,9123.891,69.0,0 days 00:02:04.387000,17.0,9118.196,9023.463,188,1051,124.387
MSC,3818.303,1.0,0 days 00:01:29.661000,18.0,,,193,1051,89.661
MSC,4064.407,4.0,0 days 00:01:25.287000,20.0,4062.811,,193,1051,85.287
MSC,4177.204,5.0,0 days 00:01:52.797000,20.0,,4098.407,193,1051,112.797
MSC,6160.978,30.0,0 days 00:01:24.301000,20.0,6159.468,,193,1051,84.301
MSC,6262.904,31.0,0 days 00:01:41.926000,20.0,,6183.942,193,1051,101.926
TSU,3816.594,1.0,0 days 00:01:27.952000,14.0,,,194,1051,87.952
TSU,6152.874,31.0,0 days 00:01:20.565000,11.0,6151.357,,194,1051,80.565
TSU,6248.427,32.0,0 days 00:01:35.553000,17.0,,6171.211,194,1051,95.553
TSU,7485.32,48.0,0 days 00:01:28.936000,16.0,7484.057,,194,1051,88.936
MAZ,3818.198,1.0,0 days 00:01:29.556000,17.0,,,192,1051,89.556
MAZ,6337.228,33.0,0 days 00:01:20.999000,19.0,6335.97,,192,1051,80.999
MAZ,6433.749,34.0,0 days 00:01:36.521000,19.0,,6355.644,192,1051,96.521
MAZ,6975.994,41.0,0 days 00:01:20.779000,19.0,6974.403,,192,1051,80.779
GAS,3856.945,1.0,0 days 00:02:02.171000,18.0,,3742.702,180,1052,122.171
GAS,4055.123,3.0,0 days 00:01:49.173000,18.0,4051.414,,180,1052,109.173
PER,3845.126,1.0,0 days 00:01:50.352000,7.0,,,156,1052,110.352
PER,6037.374,26.0,0 days 00:01:45.619000,2.0,6033.698,,156,1052,105.619
PER,8652.849,53.0,0 days 00:01:25.156000,3.0,,,156,1052,85.156
ALO,3848.194,1.0,0 days 00:01:53.420000,9.0,,,103,1052,113.42
ALO,5956.551,25.0,0 days 00:01:32.110000,10.0,5952.86,,103,1052,92.11
ALO,6091.041,26.0,0 days 00:02:14.490000,11.0,,5977.631,103,1052,134.49
ALO,8666.328,53.0,0 days 00:01:25.511000,8.0,,,103,1052,85.511
LEC,3842.935,1.0,0 days 00:01:48.161000,5.0,,,184,1052,108.161
LEC,6032.897,26.0,0 days 00:01:44.442000,1.0,6029.227,,184,1052,104.442
LEC,8656.508,53.0,0 days 00:01:25.319000,5.0,,,184,1052,85.319
STR,3846.2,1.0,0 days 00:01:51.426000,8.0,,,183,1052,111.426
STR,5951.882,25.0,0 days 00:01:31.605000,9.0,5948.505,,183,1052,91.605
STR,6086.655,26.0,0 days 00:02:14.773000,10.0,,5973.007,183,1052,134.773
STR,8664.938,53.0,0 days 00:01:26.077000,7.0,,,183,1052,86.077
RIC,3832.43,1.0,0 days 00:01:37.656000,1.0,,,157,1052,97.656
RIC,5661.259,22.0,0 days 00:01:32.063000,2.0,5657.595,,157,1052,92.063
RIC,5766.798,23.0,0 days 00:01:45.539000,7.0,,5681.382,157,1052,105.539
RIC,8649.131,53.0,0 days 00:01:24.812000,1.0,,,157,1052,84.812
OCO,3849.764,1.0,0 days 00:01:54.990000,10.0,,,176,1052,114.99
OCO,6072.516,26.0,0 days 00:01:55.315000,7.0,6068.822,,176,1052,115.315
OCO,6214.618,27.0,0 days 00:02:22.102000,11.0,,6099.171,176,1052,142.102
OCO,8670.009,53.0,0 days 00:01:25.566000,10.0,,,176,1052,85.566
VER,3834.306,1.0,0 days 00:01:39.532000,2.0,,,174,1052,99.532
VER,5749.28,23.0,0 days 00:01:31.184000,2.0,5745.54,,174,1052,91.184
VER,5863.349,24.0,0 days 00:01:54.069000,9.0,,5778.015,174,1052,114.069
NOR,3836.469,1.0,0 days 00:01:41.695000,3.0,,,187,1052,101.695
NOR,5841.559,24.0,0 days 00:01:32.641000,3.0,5837.918,,187,1052,92.641
NOR,5947.71,25.0,0 days 00:01:46.151000,7.0,,5862.041,187,1052,106.151
NOR,8650.904,53.0,0 days 00:01:24.971000,2.0,,,187,1052,84.971
HAM,3840.268,1.0,0 days 00:01:45.494000,4.0,,,136,1052,105.494
HAM,5927.009,25.0,0 days 00:01:30.855000,1.0,5923.257,,136,1052,90.855
MSC,3855.737,1.0,0 days 00:02:00.963000,15.0,,,193,1052,120.963
MSC,5812.33,23.0,0 days 00:01:33.142000,17.0,5808.642,,193,1052,93.142
MSC,5920.139,24.0,0 days 00:01:47.809000,18.0,,5833.321,193,1052,107.809
MSC,8700.233,53.0,0 days 00:01:26.771000,15.0,,,193,1052,86.771
VET,3852.857,1.0,0 days 00:01:58.083000,12.0,,,140,1052,118.083
VET,5699.244,22.0,0 days 00:01:32.328000,14.0,5695.848,,140,1052,92.328
VET,5808.42,23.0,0 days 00:01:49.176000,15.0,,5720.701,140,1052,109.176
VET,6104.154,26.0,0 days 00:02:01.789000,13.0,6100.772,,140,1052,121.789
VET,6239.471,27.0,0 days 00:02:15.317000,13.0,,6126.388,140,1052,135.317
VET,8673.771,53.0,0 days 00:01:26.110000,12.0,,,140,1052,86.11
SAI,3844.179,1.0,0 days 00:01:49.405000,6.0,,,173,1052,109.405
SAI,6050.937,26.0,0 days 00:01:49.421000,4.0,6047.197,,173,1052,109.421
SAI,8659.661,53.0,0 days 00:01:25.559000,6.0,,,173,1052,85.559
LAT,3850.968,1.0,0 days 00:01:56.194000,11.0,,,191,1052,116.194
LAT,5784.643,23.0,0 days 00:01:32.043000,12.0,5780.928,,191,1052,92.043
LAT,5890.835,24.0,0 days 00:01:46.192000,14.0,,5805.111,191,1052,106.192
LAT,8672.893,53.0,0 days 00:01:26.282000,11.0,,,191,1052,86.282
RUS,3852.92,1.0,0 days 00:01:58.146000,13.0,,,188,1052,118.146
RUS,6075.86,26.0,0 days 00:01:55.947000,8.0,6072.143,,188,1052,115.947
RUS,6211.284,27.0,0 days 00:02:15.424000,9.0,,6096.302,188,1052,135.424
RUS,8668.881,53.0,0 days 00:01:25.835000,9.0,,,188,1052,85.835
BOT,3855.805,1.0,0 days 00:02:01.031000,16.0,,,161,1052,121.031
BOT,6052.986,26.0,0 days 00:01:50.032000,5.0,6049.225,,161,1052,110.032
BOT,8654.047,53.0,0 days 00:01:25.270000,4.0,,,161,1052,85.27
KUB,3854.941,1.0,0 days 00:02:00.167000,14.0,,,131,1052,120.167
KUB,6083.485,26.0,0 days 00:01:58.104000,9.0,6079.798,,131,1052,118.104
KUB,6218.094,27.0,0 days 00:02:14.609000,12.0,,6108.931,131,1052,134.609
KUB,8678.912,53.0,0 days 00:01:25.849000,14.0,,,131,1052,85.849
MAZ,3855.891,1.0,0 days 00:02:01.117000,17.0,,,192,1052,121.117
MAZ,5904.544,24.0,0 days 00:01:33.767000,17.0,5900.849,,192,1052,93.767
MAZ,6026.429,25.0,0 days 00:02:01.885000,18.0,,5925.782,192,1052,121.885
MAZ,6375.945,28.0,0 days 00:02:09.771000,16.0,6372.163,,192,1052,129.771
MAZ,7468.383,39.0,0 days 00:01:36.154000,16.0,7464.688,,192,1052,96.154
MAZ,7581.69,40.0,0 days 00:01:53.307000,16.0,,7495.594,192,1052,113.307
GIO,3863.933,1.0,0 days 00:02:09.159000,19.0,3860.235,,181,1052,129.159
GIO,3984.792,2.0,0 days 00:02:00.859000,19.0,,3897.42,181,1052,120.859
GIO,5998.118,25.0,0 days 00:01:36.621000,16.0,5994.414,,181,1052,96.621
GIO,6136.229,26.0,0 days 00:02:18.111000,15.0,,6024.992,181,1052,138.111
GIO,8676.343,53.0,0 days 00:01:26.161000,13.0,,,181,1052,86.161
HAM,3871.941,1.0,0 days 00:01:49.826000,7.0,,,136,1053,109.826
HAM,6419.723,26.0,0 days 00:01:45.751000,4.0,6411.444,,136,1053,105.751
HAM,6538.731,27.0,0 days 00:01:59.008000,9.0,,6441.377,136,1053,119.008
HAM,8739.144,49.0,0 days 00:01:56.879000,2.0,8730.666,,136,1053,116.879
HAM,8865.46,50.0,0 days 00:02:06.316000,2.0,,8760.701,136,1053,126.316
HAM,9203.116,53.0,0 days 00:01:51.465000,1.0,,,136,1053,111.465
VER,3877.083,1.0,0 days 00:01:54.968000,17.0,,,174,1053,114.968
VER,6425.431,26.0,0 days 00:01:45.393000,6.0,6417.48,,174,1053,105.393
VER,6545.203,27.0,0 days 00:01:59.772000,12.0,,6446.952,174,1053,119.772
VER,8679.038,48.0,0 days 00:02:03.080000,6.0,8670.622,,174,1053,123.08
VER,8806.688,49.0,0 days 00:02:07.650000,7.0,,8701.605,174,1053,127.65
VER,9256.387,53.0,0 days 00:01:52.291000,2.0,,,174,1053,112.291
SAI,3865.112,1.0,0 days 00:01:42.997000,1.0,,,173,1053,102.997
SAI,5200.486,14.0,0 days 00:01:48.223000,3.0,5192.474,,173,1053,108.223
SAI,5322.454,15.0,0 days 00:02:01.968000,13.0,,5223.126,173,1053,121.968
SAI,8681.059,48.0,0 days 00:02:12.870000,7.0,8672.414,,173,1053,132.87
SAI,8811.468,49.0,0 days 00:02:10.409000,8.0,,8703.078,173,1053,130.409
SAI,9265.591,53.0,0 days 00:01:53.486000,3.0,,,173,1053,113.486
RIC,3870.336,1.0,0 days 00:01:48.221000,5.0,,,157,1053,108.221
RIC,6017.539,22.0,0 days 00:01:46.200000,6.0,6009.519,,157,1053,106.2
RIC,6142.629,23.0,0 days 00:02:05.090000,14.0,,6043.117,157,1053,125.09
RIC,8682.608,48.0,0 days 00:02:10.096000,8.0,8674.429,,157,1053,130.096
RIC,8815.111,49.0,0 days 00:02:12.503000,9.0,,8705.379,157,1053,132.503
RIC,9268.723,53.0,0 days 00:01:52.460000,4.0,,,157,1053,112.46
BOT,3876.131,1.0,0 days 00:01:54.016000,15.0,,,161,1053,114.016
BOT,6642.285,28.0,0 days 00:01:45.623000,10.0,6634.25,,161,1053,105.623
BOT,6760.735,29.0,0 days 00:01:58.450000,16.0,,6664.085,161,1053,118.45
BOT,8584.992,47.0,0 days 00:01:56.105000,14.0,8576.758,,161,1053,116.105
BOT,8712.032,48.0,0 days 00:02:07.040000,13.0,,8606.231,161,1053,127.04
BOT,9270.649,53.0,0 days 00:01:50.305000,5.0,,,161,1053,110.305
ALO,3871.462,1.0,0 days 00:01:49.347000,6.0,,,103,1053,109.347
ALO,7426.614,36.0,0 days 00:01:45.367000,4.0,7418.668,,103,1053,105.367
ALO,7547.291,37.0,0 days 00:02:00.677000,7.0,,7449.041,103,1053,120.677
ALO,8922.226,50.0,0 days 00:02:19.378000,5.0,8913.493,,103,1053,139.378
ALO,9060.772,51.0,0 days 00:02:18.546000,7.0,,8944.073,103,1053,138.546
ALO,9284.437,53.0,0 days 00:01:52.439000,6.0,,,103,1053,112.439
NOR,3866.387,1.0,0 days 00:01:44.272000,2.0,,,187,1053,104.272
NOR,6610.167,28.0,0 days 00:01:45.622000,1.0,6602.153,,187,1053,105.622
NOR,6729.606,29.0,0 days 00:01:59.439000,4.0,,6631.958,187,1053,119.439
NOR,9177.939,52.0,0 days 00:02:16.377000,8.0,,9064.154,187,1053,136.377
NOR,9290.356,53.0,0 days 00:01:52.417000,7.0,,,187,1053,112.417
RAI,3873.893,1.0,0 days 00:01:51.778000,10.0,,,107,1053,111.778
RAI,5315.292,15.0,0 days 00:01:46.725000,10.0,5307.346,,107,1053,106.725
RAI,5437.916,16.0,0 days 00:02:02.624000,16.0,,5337.692,107,1053,122.624
RAI,8586.023,47.0,0 days 00:01:58.451000,15.0,8578.015,,107,1053,118.451
RAI,8716.43,48.0,0 days 00:02:10.407000,15.0,,8608.403,107,1053,130.407
RAI,9292.071,53.0,0 days 00:01:54.599000,8.0,,,107,1053,114.599
PER,3872.732,1.0,0 days 00:01:50.617000,8.0,,,156,1053,110.617
PER,7419.265,36.0,0 days 00:01:45.808000,1.0,7410.837,,156,1053,105.808
PER,7545.177,37.0,0 days 00:02:05.912000,5.0,,7446.795,156,1053,125.912
PER,8926.024,50.0,0 days 00:02:22.334000,7.0,8915.393,,156,1053,142.334
PER,9065.191,51.0,0 days 00:02:19.167000,9.0,,8947.706,156,1053,139.167
PER,9293.192,53.0,0 days 00:01:53.126000,9.0,,,156,1053,113.126
RUS,3868.433,1.0,0 days 00:01:46.318000,3.0,,,188,1053,106.318
RUS,5101.536,13.0,0 days 00:01:46.855000,6.0,5093.562,,188,1053,106.855
RUS,5224.085,14.0,0 days 00:02:02.549000,15.0,,5124.476,188,1053,122.549
RUS,8583.393,47.0,0 days 00:01:58.652000,13.0,8575.402,,188,1053,118.652
RUS,8715.938,48.0,0 days 00:02:12.545000,14.0,,8607.369,188,1053,132.545
RUS,9303.667,53.0,0 days 00:01:57.100000,10.0,,,188,1053,117.1
STR,3869.394,1.0,0 days 00:01:47.279000,4.0,,,183,1053,107.279
STR,4999.932,12.0,0 days 00:01:46.628000,7.0,4992.095,,183,1053,106.628
STR,5121.324,13.0,0 days 00:02:01.392000,15.0,,5022.452,183,1053,121.392
STR,8708.022,48.0,0 days 00:02:15.262000,12.0,8700.056,,183,1053,135.262
STR,8854.104,49.0,0 days 00:02:26.082000,16.0,,8742.829,183,1053,146.082
STR,9309.314,53.0,0 days 00:01:51.443000,11.0,,,183,1053,111.443
VET,3874.391,1.0,0 days 00:01:52.276000,11.0,,,140,1053,112.276
VET,6435.865,26.0,0 days 00:01:45.825000,10.0,6427.782,,140,1053,105.825
VET,6555.685,27.0,0 days 00:01:59.820000,16.0,,6457.02,140,1053,119.82
VET,9094.236,51.0,0 days 00:02:15.571000,12.0,,8981.676,140,1053,135.571
GAS,3875.814,1.0,0 days 00:01:53.699000,14.0,,,180,1053,113.699
GAS,7147.394,33.0,0 days 00:01:45.981000,10.0,7139.5,,180,1053,105.981
GAS,7266.912,34.0,0 days 00:01:59.518000,16.0,,7168.712,180,1053,119.518
GAS,9131.023,51.0,0 days 00:02:13.506000,14.0,,9020.005,180,1053,133.506
OCO,3873.213,1.0,0 days 00:01:51.098000,9.0,,,176,1053,111.098
OCO,5313.765,15.0,0 days 00:01:46.731000,8.0,5306.206,,176,1053,106.731
OCO,5435.544,16.0,0 days 00:02:01.779000,15.0,,5335.876,176,1053,121.779
OCO,9142.255,51.0,0 days 00:02:15.361000,15.0,,9030.191,176,1053,135.361
LEC,3874.775,1.0,0 days 00:01:52.660000,12.0,,,184,1053,112.66
LEC,7333.539,35.0,0 days 00:01:46.626000,5.0,7325.408,,184,1053,106.626
LEC,7456.607,36.0,0 days 00:02:03.068000,13.0,,7357.335,184,1053,123.068
LEC,9260.776,52.0,0 days 00:02:21.156000,15.0,,9142.626,184,1053,141.156
GIO,3878.247,1.0,0 days 00:01:56.132000,19.0,,,181,1053,116.132
GIO,7473.631,36.0,0 days 00:01:46.508000,16.0,7465.695,,181,1053,106.508
GIO,7595.188,37.0,0 days 00:02:01.557000,18.0,,7496.016,181,1053,121.557
GIO,9167.058,51.0,0 days 00:02:24.163000,16.0,,9047.594,181,1053,144.163
TSU,3878.696,1.0,0 days 00:01:56.581000,20.0,,,194,1053,116.581
TSU,5135.498,13.0,0 days 00:01:48.912000,20.0,5127.486,,194,1053,108.912
TSU,5257.982,14.0,0 days 00:02:02.484000,20.0,,5157.5,194,1053,122.484
TSU,8630.952,47.0,0 days 00:02:16.543000,18.0,8622.903,,194,1053,136.543
TSU,8774.364,48.0,0 days 00:02:23.412000,17.0,,8653.766,194,1053,143.412
TSU,8919.209,49.0,0 days 00:02:24.845000,17.0,8910.473,,194,1053,144.845
TSU,9066.582,50.0,0 days 00:02:27.373000,17.0,,8941.377,194,1053,147.373
MAZ,3875.333,1.0,0 days 00:01:53.218000,13.0,,,192,1053,113.218
MAZ,5235.846,14.0,0 days 00:01:47.794000,17.0,5227.829,,192,1053,107.794
MAZ,5359.845,15.0,0 days 00:02:03.999000,19.0,,5257.925,192,1053,123.999
MAZ,8592.01,46.0,0 days 00:02:13.746000,19.0,8583.933,,192,1053,133.746
MAZ,8731.236,47.0,0 days 00:02:19.226000,19.0,,8617.73,192,1053,139.226
LAT,3876.528,1.0,0 days 00:01:54.413000,16.0,,,191,1053,114.413
LAT,5133.555,13.0,0 days 00:01:48.268000,19.0,5125.5,,191,1053,108.268
LAT,5255.28,14.0,0 days 00:02:01.725000,19.0,,5155.887,191,1053,121.725
LAT,8623.529,47.0,0 days 00:02:17.724000,17.0,8615.309,,191,1053,137.724
MSC,3877.895,1.0,0 days 00:01:55.780000,18.0,,,193,1053,115.78
MSC,5862.693,20.0,0 days 00:01:48.013000,17.0,5854.643,,193,1053,108.013
MSC,5985.185,21.0,0 days 00:02:02.492000,20.0,,5884.726,193,1053,122.492
MSC,7104.29,32.0,0 days 00:01:47.201000,20.0,7096.189,,193,1053,107.201
BOT,3837.244,1.0,0 days 00:01:35.354000,1.0,,,161,1054,95.354
BOT,7221.179,37.0,0 days 00:01:35.037000,1.0,7220.678,,161,1054,95.037
BOT,7335.02,38.0,0 days 00:01:53.841000,2.0,,7243.61,161,1054,113.841
BOT,9205.993,58.0,0 days 00:01:30.432000,1.0,,,161,1054,90.432
VER,3838.57,1.0,0 days 00:01:36.680000,2.0,,,174,1054,96.68
VER,7132.925,36.0,0 days 00:01:34.948000,2.0,7132.431,,174,1054,94.948
VER,7244.43,37.0,0 days 00:01:51.505000,3.0,,7154.823,174,1054,111.505
VER,9220.577,58.0,0 days 00:01:34.050000,2.0,,,174,1054,94.05
PER,3841.14,1.0,0 days 00:01:39.250000,4.0,,,156,1054,99.25
PER,7248.26,37.0,0 days 00:01:35.737000,5.0,7247.737,,156,1054,95.737
PER,7360.588,38.0,0 days 00:01:52.328000,6.0,,7270.189,156,1054,112.328
PER,9239.464,58.0,0 days 00:01:33.202000,3.0,,,156,1054,93.202
LEC,3839.976,1.0,0 days 00:01:38.086000,3.0,,,184,1054,98.086
LEC,8188.194,47.0,0 days 00:01:38.124000,2.0,8187.683,,184,1054,98.124
LEC,8302.296,48.0,0 days 00:01:54.102000,4.0,,8211.305,184,1054,114.102
LEC,9243.807,58.0,0 days 00:01:33.924000,4.0,,,184,1054,93.924
HAM,3845.987,1.0,0 days 00:01:44.097000,9.0,,,136,1054,104.097
HAM,8480.068,50.0,0 days 00:01:35.008000,3.0,8479.555,,136,1054,95.008
HAM,8590.614,51.0,0 days 00:01:50.546000,5.0,,8502.214,136,1054,110.546
HAM,9247.805,58.0,0 days 00:01:32.898000,5.0,,,136,1054,92.898
GAS,3842.576,1.0,0 days 00:01:40.686000,5.0,,,180,1054,100.686
GAS,7442.04,39.0,0 days 00:01:35.450000,5.0,7441.529,,180,1054,95.45
GAS,7560.924,40.0,0 days 00:01:58.884000,6.0,,7470.864,180,1054,118.884
GAS,9250.285,58.0,0 days 00:01:33.530000,6.0,,,180,1054,93.53
NOR,3843.805,1.0,0 days 00:01:41.915000,6.0,,,187,1054,101.915
NOR,6981.527,34.0,0 days 00:01:36.757000,7.0,6981.042,,187,1054,96.757
NOR,7094.105,35.0,0 days 00:01:52.578000,9.0,,7004.249,187,1054,112.578
NOR,9253.206,58.0,0 days 00:01:34.990000,7.0,,,187,1054,94.99
SAI,3851.16,1.0,0 days 00:01:49.270000,17.0,,,173,1054,109.27
SAI,7173.922,36.0,0 days 00:01:35.356000,8.0,7173.372,,173,1054,95.356
SAI,7292.504,37.0,0 days 00:01:58.582000,10.0,,7201.723,173,1054,118.582
SAI,9257.519,58.0,0 days 00:01:32.903000,8.0,,,173,1054,92.903
STR,3844.638,1.0,0 days 00:01:42.748000,7.0,,,183,1054,102.748
STR,7458.151,39.0,0 days 00:01:35.486000,7.0,7457.632,,183,1054,95.486
STR,7585.029,40.0,0 days 00:02:06.878000,11.0,,7493.124,183,1054,126.878
STR,9288.011,58.0,0 days 00:01:32.608000,9.0,,,183,1054,92.608
OCO,3847.238,1.0,0 days 00:01:45.348000,11.0,,,176,1054,105.348
GIO,3848.094,1.0,0 days 00:01:46.204000,12.0,,,181,1054,106.204
GIO,7583.266,40.0,0 days 00:01:36.009000,10.0,7582.739,,181,1054,96.009
GIO,7696.796,41.0,0 days 00:01:53.530000,12.0,,7605.878,181,1054,113.53
RAI,3848.65,1.0,0 days 00:01:46.760000,13.0,,,107,1054,106.76
RAI,7311.13,37.0,0 days 00:01:35.857000,13.0,7310.597,,107,1054,95.857
RAI,7424.233,38.0,0 days 00:01:53.103000,13.0,,7333.771,107,1054,113.103
RIC,3851.212,1.0,0 days 00:01:49.322000,18.0,,,157,1054,109.322
RIC,5779.186,21.0,0 days 00:01:35.679000,16.0,5778.599,,157,1054,95.679
RIC,5891.38,22.0,0 days 00:01:52.194000,18.0,,5801.69,157,1054,112.194
TSU,3845.466,1.0,0 days 00:01:43.576000,8.0,,,194,1054,103.576
TSU,7120.39,35.0,0 days 00:01:38.049000,14.0,7120.16,,194,1054,98.049
TSU,7236.287,36.0,0 days 00:01:55.897000,15.0,,7143.224,194,1054,115.897
RUS,3849.559,1.0,0 days 00:01:47.669000,14.0,,,188,1054,107.669
RUS,7122.989,35.0,0 days 00:01:38.537000,16.0,7122.444,,188,1054,98.537
RUS,7237.311,36.0,0 days 00:01:54.322000,16.0,,7146.025,188,1054,114.322
ALO,3850.565,1.0,0 days 00:01:48.675000,16.0,,,103,1054,108.675
ALO,6643.982,30.0,0 days 00:01:37.424000,16.0,6643.463,,103,1054,97.424
ALO,6764.51,31.0,0 days 00:02:00.528000,18.0,,6672.576,103,1054,120.528
LAT,3858.564,1.0,0 days 00:01:56.674000,20.0,,,191,1054,116.674
LAT,7043.262,34.0,0 days 00:01:42.242000,17.0,7042.715,,191,1054,102.242
LAT,7159.688,35.0,0 days 00:01:56.426000,18.0,,7066.835,191,1054,116.426
VET,3846.365,1.0,0 days 00:01:44.475000,10.0,,,140,1054,104.475
