dID,LapNumber,Speed,Position,PitInTime,PitOutTime,rID
77,3.0,142.684,1.0,2314.52,2193.201,3
77,4.0,135.331,1.0,,2336.576,3
77,36.0,85.701,2.0,5188.373,,3
77,37.0,107.11,4.0,,5215.311,3
77,63.0,84.774,3.0,7420.068,,3
77,64.0,104.236,3.0,,7446.655,3
77,66.0,80.826,3.0,,,3
9,1.0,96.628,20.0,,,3
9,2.0,125.966,19.0,2202.929,,3
9,3.0,139.735,19.0,2342.264,2223.987,3
9,4.0,134.713,19.0,,2363.747,3
9,31.0,88.599,17.0,4855.258,,3
9,32.0,110.933,19.0,,4882.45,3
9,43.0,91.558,19.0,5912.121,,3
9,44.0,111.984,19.0,,5939.091,3
99,1.0,93.594,12.0,,,3
99,2.0,116.382,12.0,2190.001,,3
99,3.0,140.5,12.0,2330.567,2212.549,3
99,4.0,136.084,12.0,,2353.306,3
99,22.0,87.987,13.0,4062.153,,3
99,23.0,107.209,17.0,,4088.751,3
