dID,LapNumber,Speed,Position,PitInTime,PitOutTime,rID
31,8.0,133.132,9.0,4441.128,4326.805,19
31,9.0,137.543,9.0,,4459.276,19
31,30.0,92.02,6.0,6248.505,,19
31,31.0,92.154,13.0,,6272.452,19
14,1.0,84.928,11.0,,,19
14,7.0,120.143,11.0,4312.807,,19
14,8.0,132.589,11.0,4445.408,4330.202,19
14,9.0,134.418,11.0,,4462.786,19
14,34.0,79.796,9.0,6556.971,,19
14,35.0,91.87,14.0,,6581.301,19
4,1.0,121.858,20.0,3830.923,,19
4,2.0,97.178,20.0,,3858.537,19
4,6.0,102.489,20.0,4268.775,,19
4,7.0,96.139,20.0,4364.914,4286.788,19
4,8.0,97.267,20.0,4461.241,4382.565,19
4,9.0,119.078,20.0,,4480.787,19
4,37.0,79.164,10.0,6791.974,,19
4,38.0,93.595,17.0,,6816.154,19
5,1.0,83.106,7.0,,,19
5,7.0,117.782,7.0,4304.177,,19
5,8.0,133.124,7.0,4437.5,4322.635,19
5,9.0,140.499,7.0,,4455.633,19
5,28.0,80.262,8.0,6083.007,,19
5,29.0,93.946,15.0,,6107.747,19
5,55.0,78.281,10.0,8151.47,,19
5,56.0,91.855,11.0,,8174.722,19
7,1.0,93.654,19.0,,3733.214,19
7,7.0,117.858,17.0,4322.014,,19
7,8.0,134.036,17.0,4455.626,4340.661,19
7,9.0,124.562,17.0,,4474.639,19
7,28.0,81.185,16.0,6098.742,,19
7,29.0,94.516,19.0,,6122.298,19
7,52.0,78.68,12.0,7939.57,,19
7,53.0,89.789,12.0,,7962.577,19
63,1.0,87.26,17.0,,,19
63,6.0,99.416,18.0,4209.374,,19
63,7.0,113.753,18.0,4323.133,4232.675,19
63,8.0,134.709,18.0,4457.639,4344.288,19
63,9.0,123.246,18.0,,4476.052,19
63,41.0,81.624,16.0,7113.802,,19
63,42.0,91.963,16.0,,7137.201,19
99,1.0,85.903,13.0,,,19
99,7.0,118.559,13.0,4315.821,,19
99,8.0,132.34,13.0,4448.11,4333.824,19
99,9.0,131.787,13.0,,4466.397,19
99,29.0,81.778,13.0,6171.528,,19
99,30.0,105.612,16.0,,6195.273,19
99,42.0,79.553,15.0,7189.995,,19
99,43.0,93.866,16.0,,7213.084,19
22,1.0,86.465,14.0,,,19
22,4.0,93.623,19.0,4043.272,,19
22,5.0,110.411,19.0,,4075.529,19
22,6.0,104.239,19.0,4257.904,,19
22,7.0,96.065,19.0,4354.008,4275.739,19
22,8.0,105.295,19.0,4459.018,4371.687,19
22,9.0,121.876,19.0,,4477.426,19
22,39.0,81.801,12.0,6953.651,,19
22,40.0,106.372,17.0,,6989.323,19
6,1.0,88.273,18.0,,,19
6,7.0,116.494,16.0,4319.474,,19
6,8.0,133.925,16.0,4453.289,4337.943,19
6,9.0,127.018,16.0,,4472.077,19
6,13.0,104.34,19.0,4947.475,,19
6,14.0,93.034,19.0,,4970.756,19
6,39.0,80.044,18.0,6970.822,,19
6,40.0,94.44,18.0,,6994.369,19
9,1.0,87.015,16.0,,,19
9,7.0,116.967,14.0,4317.273,,19
9,8.0,134.063,14.0,4451.144,4335.284,19
9,9.0,128.696,14.0,,4469.635,19
9,34.0,82.435,19.0,6596.211,,19
9,35.0,95.011,19.0,,6619.726,19
47,1.0,86.538,15.0,,,19
47,7.0,116.659,15.0,4318.274,,19
47,8.0,134.141,15.0,4451.904,4336.142,19
47,9.0,127.865,15.0,,4470.861,19
47,11.0,109.493,20.0,4770.418,,19
47,12.0,129.687,20.0,,4811.58,19
47,29.0,93.043,20.0,6234.926,,19
47,30.0,100.958,20.0,,6260.823,19
47,61.0,81.146,18.0,8710.144,,19
47,62.0,94.865,18.0,,8734.591,19
3,1.0,84.595,9.0,,,19
3,7.0,117.463,10.0,4308.203,,19
3,8.0,133.496,10.0,4441.777,4328.246,19
3,9.0,137.097,10.0,,4460.453,19
3,30.0,90.06,4.0,6239.417,,19
3,31.0,91.466,9.0,,6262.567,19
3,49.0,92.007,10.0,7696.292,,19
18,1.0,85.162,12.0,,,19
18,7.0,120.022,12.0,4314.485,,19
18,8.0,132.5,12.0,4447.0,4332.464,19
18,9.0,133.082,12.0,,4464.68,19
18,22.0,79.904,15.0,5632.192,,19
18,23.0,94.622,19.0,,5656.84,19
18,47.0,80.943,14.0,7571.12,,19
