AirTemp,Rainfall,TrackTemp,WindSpeed,rID
19.1,False,22.6,0.3,15
19.1,False,22.2,0.4,15
19.3,False,21.9,0.4,15
19.4,False,21.5,0.1,15
17.4,True,19.1,0.6,15
