AirTemp,Rainfall,TrackTemp,WindSpeed,rID
15.5,False,18.2,0.7,16
15.8,False,18.2,0.3,16
15.9,False,18.4,0.5,16
15.9,False,17.8,0.2,16
16.0,False,18.0,0.5,16
