AirTemp,Rainfall,TrackTemp,WindSpeed,rID
23.9,False,55.9,0.3,19
23.4,False,55.1,0.2,19
22.7,False,52.3,0.4,19
23.2,False,50.4,0.3,19
22.6,False,43.4,0.5,19
