AirTemp,Rainfall,TrackTemp,WindSpeed,rID
12.5,True,14.7,0.9,12
12.8,True,15.1,0.5,12
13.1,True,15.9,0.2,12
13.3,True,15.5,0.4,12
13.3,True,15.0,0.4,12
