AirTemp,Rainfall,TrackTemp,WindSpeed,rID
9.8,True,18.1,0.2,2
9.8,True,16.5,0.2,2
11.1,False,15.4,1.1,2
11.3,False,18.1,0.3,2
12.3,False,18.6,0.3,2
