AirTemp,Rainfall,TrackTemp,WindSpeed,rID
20.4,False,34.8,0.9,13
20.8,False,35.5,0.8,13
21.6,False,36.0,0.5,13
21.8,False,36.8,0.4,13
22.3,False,36.1,0.5,13
