AirTemp,Rainfall,TrackTemp,WindSpeed,rID
23.9,False,30.1,0.8,7
25.5,False,37.2,1.3,7
27.0,False,38.9,1.2,7
25.0,False,34.7,1.4,7
24.1,False,33.8,1.1,7
