AirTemp,Rainfall,TrackTemp,WindSpeed,rID
25.6,False,33.0,0.7,22
25.0,False,30.2,0.5,22
24.6,False,28.4,0.4,22
24.2,False,26.6,0.4,22
23.5,False,25.7,0.4,22
