AirTemp,Rainfall,TrackTemp,WindSpeed,rID
26.4,False,32.7,0.8,17
27.5,False,36.9,1.0,17
28.5,False,38.1,0.6,17
28.6,False,39.0,1.3,17
29.3,False,38.8,0.4,17
