AirTemp,Rainfall,TrackTemp,WindSpeed,rID
22.3,False,34.1,0.2,4
21.4,False,31.5,0.0,4
22.4,False,32.1,0.7,4
22.4,False,32.8,0.7,4
23.5,False,35.5,0.4,4
