AirTemp,Rainfall,TrackTemp,WindSpeed,rID
20.9,False,29.9,1.0,1
20.4,False,28.5,1.0,1
20.5,False,27.7,0.6,1
20.5,False,26.5,0.9,1
20.6,False,26.1,0.9,1
