AirTemp,Rainfall,TrackTemp,WindSpeed,rID
28.8,False,32.8,0.2,21
28.6,False,32.2,0.2,21
28.7,False,31.1,0.4,21
29.2,False,31.7,0.1,21
28.9,False,30.7,0.1,21
