AirTemp,Rainfall,TrackTemp,WindSpeed,rID
26.6,False,54.1,0.4,8
26.5,False,53.3,0.4,8
27.0,False,54.2,0.2,8
26.5,False,48.3,0.5,8
26.3,False,50.4,0.9,8
