AirTemp,Rainfall,TrackTemp,WindSpeed,rID
28.3,False,44.6,0.3,14
28.8,False,42.5,0.5,14
29.0,False,44.0,0.3,14
29.2,False,44.7,0.6,14
29.3,False,36.1,0.3,14
