AirTemp,Rainfall,TrackTemp,WindSpeed,rID
19.5,False,38.5,0.8,3
19.7,False,40.3,0.9,3
19.6,False,39.6,0.6,3
19.3,False,39.3,0.9,3
18.1,False,34.1,0.8,3
