Driver,Time,LapNumber,LapTime,Position,PitInTime,PitOutTime,dID,rID,Speed
RIC,5388.655,18.0,0 days 00:01:32.751000,9.0,5387.666,,3,22,92.751
RIC,5498.669,19.0,0 days 00:01:50.014000,17.0,,5409.301,3,22,110.014
RIC,8499.681,52.0,0 days 00:01:44.016000,11.0,8498.666,,3,22,104.016
RIC,8636.145,53.0,0 days 00:02:16.464000,13.0,,8520.729,3,22,136.464
OCO,3839.832,1.0,0 days 00:01:37.772000,9.0,,,31,22,97.772
OCO,5115.133,15.0,0 days 00:01:33.316000,10.0,5114.099,,31,22,93.316
OCO,5224.647,16.0,0 days 00:01:49.514000,18.0,,5135.784,31,22,109.514
OCO,9223.43,58.0,0 days 00:01:28.249000,9.0,,,31,22,88.249
VER,3834.86,1.0,0 days 00:01:32.800000,2.0,,,33,22,92.8
VER,4904.189,13.0,0 days 00:01:31.515000,2.0,4903.157,,33,22,91.515
VER,5011.44,14.0,0 days 00:01:47.251000,4.0,,4924.336,33,22,107.251
VER,6967.952,36.0,0 days 00:01:43.598000,2.0,6966.936,,33,22,103.598
VER,7096.557,37.0,0 days 00:02:08.605000,2.0,,6988.801,33,22,128.605
VER,8498.652,53.0,0 days 00:01:42.072000,2.0,8497.624,,33,22,102.072
VER,8634.025,54.0,0 days 00:02:15.373000,2.0,,8519.082,33,22,135.373
VER,9159.387,58.0,0 days 00:01:26.618000,1.0,,,33,22,86.618
NOR,3837.718,1.0,0 days 00:01:35.658000,5.0,,,4,22,95.658
NOR,5286.094,17.0,0 days 00:01:32.251000,5.0,5285.092,,4,22,92.251
NOR,5396.256,18.0,0 days 00:01:50.162000,13.0,,5306.456,4,22,110.162
NOR,8107.936,48.0,0 days 00:01:29.996000,6.0,8106.969,,4,22,89.996
NOR,8215.964,49.0,0 days 00:01:48.028000,9.0,,8129.159,4,22,108.028
NOR,9218.602,58.0,0 days 00:01:26.762000,7.0,,,4,22,86.762
HAM,3833.746,1.0,0 days 00:01:31.686000,1.0,,,44,22,91.686
HAM,4986.054,14.0,0 days 00:01:30.253000,1.0,4985.036,,44,22,90.253
HAM,5094.809,15.0,0 days 00:01:48.755000,2.0,,5006.652,44,22,108.755
HAM,9161.677,58.0,0 days 00:01:29.330000,2.0,,,44,22,89.33
MSC,3844.158,1.0,0 days 00:01:42.098000,18.0,,,47,22,102.098
MSC,4676.943,10.0,0 days 00:01:33.378000,19.0,4675.97,,47,22,93.378
MSC,4787.404,11.0,0 days 00:01:50.461000,19.0,,4698.033,47,22,110.461
MSC,8563.661,52.0,0 days 00:01:56.602000,15.0,8562.644,,47,22,116.602
MSC,8695.266,53.0,0 days 00:02:11.605000,15.0,,8584.752,47,22,131.605
VET,3842.749,1.0,0 days 00:01:40.689000,15.0,,,5,22,100.689
VET,5844.738,23.0,0 days 00:01:32.019000,10.0,5843.727,,5,22,92.019
VET,5954.957,24.0,0 days 00:01:50.219000,16.0,,5864.964,5,22,110.219
VET,9226.938,58.0,0 days 00:01:28.303000,11.0,,,5,22,88.303
SAI,3836.879,1.0,0 days 00:01:34.819000,4.0,,,55,22,94.819
SAI,5460.436,19.0,0 days 00:01:32.384000,4.0,5459.433,,55,22,92.384
SAI,5570.864,20.0,0 days 00:01:50.428000,8.0,,5481.633,55,22,110.428
SAI,9164.578,58.0,0 days 00:01:28.879000,3.0,,,55,22,88.879
LAT,3843.234,1.0,0 days 00:01:41.174000,16.0,,,6,22,101.174
LAT,6319.551,28.0,0 days 00:01:34.166000,16.0,6318.551,,6,22,94.166
LAT,6429.331,29.0,0 days 00:01:49.780000,17.0,,6339.815,6,22,109.78
RUS,3844.704,1.0,0 days 00:01:42.644000,19.0,,,63,22,102.644
RAI,3843.67,1.0,0 days 00:01:41.610000,17.0,,,7,22,101.61
RAI,5671.027,21.0,0 days 00:01:33.951000,13.0,5669.994,,7,22,93.951
RAI,5781.749,22.0,0 days 00:01:50.722000,18.0,,5692.414,7,22,110.722
RAI,6105.671,25.0,0 days 00:02:22.917000,19.0,6104.655,,7,22,142.917
BOT,3839.34,1.0,0 days 00:01:37.280000,8.0,,,77,22,97.28
BOT,6451.781,30.0,0 days 00:01:30.944000,4.0,6450.752,,77,22,90.944
BOT,6562.023,31.0,0 days 00:01:50.242000,9.0,,6472.478,77,22,110.242
BOT,9166.868,58.0,0 days 00:01:30.479000,6.0,,,77,22,90.479
GIO,3841.882,1.0,0 days 00:01:39.822000,13.0,,,99,22,99.822
GIO,5301.832,17.0,0 days 00:01:32.432000,12.0,5300.811,,99,22,92.432
GIO,5413.227,18.0,0 days 00:01:51.395000,18.0,,5323.071,99,22,111.395
