Driver,Time,LapNumber,LapTime,Position,PitInTime,PitOutTime,dID,rID,Speed
VER,3790.344,1.0,0 days 00:01:18.399000,1.0,,,33,19,78.399
VER,4296.206,7.0,0 days 00:01:59.850000,1.0,4293.306,,33,19,119.85
VER,4429.816,8.0,0 days 00:02:13.610000,1.0,4426.989,4311.441,33,19,133.61
VER,4579.449,9.0,0 days 00:02:29.633000,1.0,,4445.085,33,19,149.633
VER,5981.518,27.0,0 days 00:01:18.696000,1.0,5979.234,,33,19,78.696
VER,6071.931,28.0,0 days 00:01:30.413000,3.0,,6001.702,33,19,90.413
VER,6974.474,40.0,0 days 00:01:17.355000,2.0,6971.612,,33,19,77.355
VER,7064.453,41.0,0 days 00:01:29.979000,4.0,,6994.796,33,19,89.979
VER,9265.292,71.0,0 days 00:01:14.926000,2.0,,,33,19,74.926
BOT,3792.486,1.0,0 days 00:01:20.541000,3.0,,,77,19,80.541
BOT,4301.956,7.0,0 days 00:01:58.619000,4.0,4299.036,,77,19,118.619
BOT,4434.256,8.0,0 days 00:02:12.300000,4.0,4431.429,4317.198,77,19,132.3
BOT,4580.181,9.0,0 days 00:02:25.925000,4.0,,4449.639,77,19,145.925
BOT,6224.098,30.0,0 days 00:01:27.036000,1.0,6221.248,,77,19,87.036
BOT,6315.736,31.0,0 days 00:01:31.638000,3.0,,6244.829,77,19,91.638
BOT,7054.166,41.0,0 days 00:01:17.563000,2.0,7051.325,,77,19,77.563
BOT,7144.763,42.0,0 days 00:01:30.597000,4.0,,7074.475,77,19,90.597
BOT,9268.372,71.0,0 days 00:01:13.454000,3.0,,,77,19,73.454
PER,3791.596,1.0,0 days 00:01:19.651000,2.0,,,11,19,79.651
PER,4298.009,7.0,0 days 00:01:59.107000,2.0,4295.164,,11,19,119.107
PER,4431.462,8.0,0 days 00:02:13.453000,2.0,4428.608,4313.75,11,19,133.453
PER,4579.787,9.0,0 days 00:02:28.325000,2.0,,4447.978,11,19,148.325
PER,6064.715,28.0,0 days 00:01:19.188000,2.0,6061.87,,11,19,79.188
PER,6156.704,29.0,0 days 00:01:31.989000,5.0,,6085.333,11,19,91.989
PER,7132.143,42.0,0 days 00:01:17.410000,2.0,7129.333,,11,19,77.41
PER,7221.643,43.0,0 days 00:01:29.500000,5.0,,7152.254,11,19,89.5
PER,9129.518,69.0,0 days 00:01:18.016000,4.0,9126.756,,11,19,78.016
PER,9223.726,70.0,0 days 00:01:34.208000,4.0,,9149.911,11,19,94.208
PER,9294.736,71.0,0 days 00:01:11.010000,4.0,,,11,19,71.01
LEC,3793.464,1.0,0 days 00:01:21.519000,4.0,,,16,19,81.519
LEC,4303.724,7.0,0 days 00:01:58.517000,5.0,4300.727,,16,19,118.517
LEC,4436.155,8.0,0 days 00:02:12.431000,5.0,4433.305,4318.991,16,19,132.431
LEC,4580.341,9.0,0 days 00:02:24.186000,5.0,,4451.372,16,19,144.186
LEC,5996.97,27.0,0 days 00:01:19.370000,4.0,5994.135,,16,19,79.37
LEC,6088.466,28.0,0 days 00:01:31.496000,9.0,,6017.046,16,19,91.496
LEC,7895.652,52.0,0 days 00:01:18.290000,6.0,7892.804,,16,19,78.29
LEC,7987.003,53.0,0 days 00:01:31.351000,6.0,,7916.171,16,19,91.351
LEC,9304.313,71.0,0 days 00:01:14.380000,5.0,,,16,19,74.38
SAI,3794.451,1.0,0 days 00:01:22.506000,5.0,,,55,19,82.506
SAI,4305.616,7.0,0 days 00:01:58.669000,6.0,4302.575,,55,19,118.669
SAI,4437.521,8.0,0 days 00:02:11.905000,6.0,4434.661,4321.318,55,19,131.905
SAI,4580.519,9.0,0 days 00:02:22.998000,6.0,,4454.382,55,19,142.998
SAI,5923.782,26.0,0 days 00:01:19.586000,6.0,5920.946,,55,19,79.586
SAI,6015.606,27.0,0 days 00:01:31.824000,13.0,,5944.577,55,19,91.824
SAI,7973.86,53.0,0 days 00:01:18.510000,5.0,7971.05,,55,19,78.51
SAI,8064.508,54.0,0 days 00:01:30.648000,6.0,,7994.061,55,19,90.648
SAI,9306.616,71.0,0 days 00:01:13.147000,6.0,,,55,19,73.147
GAS,3795.997,1.0,0 days 00:01:24.052000,8.0,,,10,19,84.052
GAS,4309.513,7.0,0 days 00:01:58.617000,8.0,4305.963,,10,19,118.617
GAS,4442.097,8.0,0 days 00:02:12.584000,8.0,4439.201,4325.652,10,19,132.584
GAS,4581.252,9.0,0 days 00:02:19.155000,8.0,,4458.103,10,19,139.155
GAS,5850.894,25.0,0 days 00:01:19.470000,8.0,5848.057,,10,19,79.47
GAS,5942.766,26.0,0 days 00:01:31.872000,14.0,,5871.485,10,19,91.872
GAS,7830.692,51.0,0 days 00:01:18.440000,7.0,7827.873,,10,19,78.44
GAS,7921.329,52.0,0 days 00:01:30.637000,9.0,,7851.227,10,19,90.637
OCO,3796.702,1.0,0 days 00:01:24.757000,10.0,,,31,19,84.757
OCO,4310.864,7.0,0 days 00:01:58.491000,9.0,4307.434,,31,19,118.491
OCO,4443.996,8.0,0 days 00:02:13.132000,9.0,4441.128,4326.805,31,19,133.132
OCO,4581.539,9.0,0 days 00:02:17.543000,9.0,,4459.276,31,19,137.543
OCO,6251.306,30.0,0 days 00:01:32.020000,6.0,6248.505,,31,19,92.02
OCO,6343.46,31.0,0 days 00:01:32.154000,13.0,,6272.452,31,19,92.154
ALO,3796.873,1.0,0 days 00:01:24.928000,11.0,,,14,19,84.928
ALO,4315.339,7.0,0 days 00:02:00.143000,11.0,4312.807,,14,19,120.143
ALO,4447.928,8.0,0 days 00:02:12.589000,11.0,4445.408,4330.202,14,19,132.589
ALO,4582.346,9.0,0 days 00:02:14.418000,11.0,,4462.786,14,19,134.418
ALO,6559.456,34.0,0 days 00:01:19.796000,9.0,6556.971,,14,19,79.796
ALO,6651.326,35.0,0 days 00:01:31.870000,14.0,,6581.301,14,19,91.87
NOR,3833.803,1.0,0 days 00:02:01.858000,20.0,3830.923,,4,19,121.858
NOR,3930.981,2.0,0 days 00:01:37.178000,20.0,,3858.537,4,19,97.178
NOR,4271.616,6.0,0 days 00:01:42.489000,20.0,4268.775,,4,19,102.489
NOR,4367.755,7.0,0 days 00:01:36.139000,20.0,4364.914,4286.788,4,19,96.139
NOR,4465.022,8.0,0 days 00:01:37.267000,20.0,4461.241,4382.565,4,19,97.267
NOR,4584.1,9.0,0 days 00:01:59.078000,20.0,,4480.787,4,19,119.078
NOR,6794.791,37.0,0 days 00:01:19.164000,10.0,6791.974,,4,19,79.164
NOR,6888.386,38.0,0 days 00:01:33.595000,17.0,,6816.154,4,19,93.595
VET,3795.051,1.0,0 days 00:01:23.106000,7.0,,,5,19,83.106
VET,4307.243,7.0,0 days 00:01:57.782000,7.0,4304.177,,5,19,117.782
VET,4440.367,8.0,0 days 00:02:13.124000,7.0,4437.5,4322.635,5,19,133.124
VET,4580.866,9.0,0 days 00:02:20.499000,7.0,,4455.633,5,19,140.499
VET,6085.862,28.0,0 days 00:01:20.262000,8.0,6083.007,,5,19,80.262
VET,6179.808,29.0,0 days 00:01:33.946000,15.0,,6107.747,5,19,93.946
VET,8154.259,55.0,0 days 00:01:18.281000,10.0,8151.47,,5,19,78.281
VET,8246.114,56.0,0 days 00:01:31.855000,11.0,,8174.722,5,19,91.855
RAI,3805.599,1.0,0 days 00:01:33.654000,19.0,,3733.214,7,19,93.654
RAI,4325.225,7.0,0 days 00:01:57.858000,17.0,4322.014,,7,19,117.858
RAI,4459.261,8.0,0 days 00:02:14.036000,17.0,4455.626,4340.661,7,19,134.036
RAI,4583.823,9.0,0 days 00:02:04.562000,17.0,,4474.639,7,19,124.562
RAI,6101.482,28.0,0 days 00:01:21.185000,16.0,6098.742,,7,19,81.185
RAI,6195.998,29.0,0 days 00:01:34.516000,19.0,,6122.298,7,19,94.516
RAI,7942.398,52.0,0 days 00:01:18.680000,12.0,7939.57,,7,19,78.68
RAI,8032.187,53.0,0 days 00:01:29.789000,12.0,,7962.577,7,19,89.789
RUS,3799.205,1.0,0 days 00:01:27.260000,17.0,,,63,19,87.26
RUS,4212.219,6.0,0 days 00:01:39.416000,18.0,4209.374,,63,19,99.416
RUS,4325.972,7.0,0 days 00:01:53.753000,18.0,4323.133,4232.675,63,19,113.753
RUS,4460.681,8.0,0 days 00:02:14.709000,18.0,4457.639,4344.288,63,19,134.709
RUS,4583.927,9.0,0 days 00:02:03.246000,18.0,,4476.052,63,19,123.246
RUS,7116.59,41.0,0 days 00:01:21.624000,16.0,7113.802,,63,19,81.624
RUS,7208.553,42.0,0 days 00:01:31.963000,16.0,,7137.201,63,19,91.963
GIO,3797.848,1.0,0 days 00:01:25.903000,13.0,,,99,19,85.903
GIO,4318.632,7.0,0 days 00:01:58.559000,13.0,4315.821,,99,19,118.559
GIO,4450.972,8.0,0 days 00:02:12.340000,13.0,4448.11,4333.824,99,19,132.34
GIO,4582.759,9.0,0 days 00:02:11.787000,13.0,,4466.397,99,19,131.787
GIO,6174.197,29.0,0 days 00:01:21.778000,13.0,6171.528,,99,19,81.778
GIO,6279.809,30.0,0 days 00:01:45.612000,16.0,,6195.273,99,19,105.612
GIO,7192.799,42.0,0 days 00:01:19.553000,15.0,7189.995,,99,19,79.553
GIO,7286.665,43.0,0 days 00:01:33.866000,16.0,,7213.084,99,19,93.866
TSU,3798.41,1.0,0 days 00:01:26.465000,14.0,,,22,19,86.465
TSU,4046.116,4.0,0 days 00:01:33.623000,19.0,4043.272,,22,19,93.623
TSU,4156.527,5.0,0 days 00:01:50.411000,19.0,,4075.529,22,19,110.411
TSU,4260.766,6.0,0 days 00:01:44.239000,19.0,4257.904,,22,19,104.239
TSU,4356.831,7.0,0 days 00:01:36.065000,19.0,4354.008,4275.739,22,19,96.065
TSU,4462.126,8.0,0 days 00:01:45.295000,19.0,4459.018,4371.687,22,19,105.295
TSU,4584.002,9.0,0 days 00:02:01.876000,19.0,,4477.426,22,19,121.876
TSU,6956.442,39.0,0 days 00:01:21.801000,12.0,6953.651,,22,19,81.801
TSU,7062.814,40.0,0 days 00:01:46.372000,17.0,,6989.323,22,19,106.372
LAT,3800.218,1.0,0 days 00:01:28.273000,18.0,,,6,19,88.273
LAT,4322.353,7.0,0 days 00:01:56.494000,16.0,4319.474,,6,19,116.494
LAT,4456.278,8.0,0 days 00:02:13.925000,16.0,4453.289,4337.943,6,19,133.925
LAT,4583.296,9.0,0 days 00:02:07.018000,16.0,,4472.077,6,19,127.018
LAT,4950.356,13.0,0 days 00:01:44.340000,19.0,4947.475,,6,19,104.34
LAT,5043.39,14.0,0 days 00:01:33.034000,19.0,,4970.756,6,19,93.034
LAT,6973.663,39.0,0 days 00:01:20.044000,18.0,6970.822,,6,19,80.044
LAT,7068.103,40.0,0 days 00:01:34.440000,18.0,,6994.369,6,19,94.44
MAZ,3798.96,1.0,0 days 00:01:27.015000,16.0,,,9,19,87.015
MAZ,4320.292,7.0,0 days 00:01:56.967000,14.0,4317.273,,9,19,116.967
MAZ,4454.355,8.0,0 days 00:02:14.063000,14.0,4451.144,4335.284,9,19,134.063
MAZ,4583.051,9.0,0 days 00:02:08.696000,14.0,,4469.635,9,19,128.696
MAZ,6599.05,34.0,0 days 00:01:22.435000,19.0,6596.211,,9,19,82.435
MAZ,6694.061,35.0,0 days 00:01:35.011000,19.0,,6619.726,9,19,95.011
MSC,3798.483,1.0,0 days 00:01:26.538000,15.0,,,47,19,86.538
MSC,4321.125,7.0,0 days 00:01:56.659000,15.0,4318.274,,47,19,116.659
MSC,4455.266,8.0,0 days 00:02:14.141000,15.0,4451.904,4336.142,47,19,134.141
MSC,4583.131,9.0,0 days 00:02:07.865000,15.0,,4470.861,47,19,127.865
MSC,4773.254,11.0,0 days 00:01:49.493000,20.0,4770.418,,47,19,109.493
MSC,4902.941,12.0,0 days 00:02:09.687000,20.0,,4811.58,47,19,129.687
MSC,6237.764,29.0,0 days 00:01:33.043000,20.0,6234.926,,47,19,93.043
MSC,6338.722,30.0,0 days 00:01:40.958000,20.0,,6260.823,47,19,100.958
MSC,8712.795,61.0,0 days 00:01:21.146000,18.0,8710.144,,47,19,81.146
MSC,8807.66,62.0,0 days 00:01:34.865000,18.0,,8734.591,47,19,94.865
RIC,3796.54,1.0,0 days 00:01:24.595000,9.0,,,3,19,84.595
RIC,4311.252,7.0,0 days 00:01:57.463000,10.0,4308.203,,3,19,117.463
RIC,4444.748,8.0,0 days 00:02:13.496000,10.0,4441.777,4328.246,3,19,133.496
RIC,4581.845,9.0,0 days 00:02:17.097000,10.0,,4460.453,3,19,137.097
RIC,6242.242,30.0,0 days 00:01:30.060000,4.0,6239.417,,3,19,90.06
RIC,6333.708,31.0,0 days 00:01:31.466000,9.0,,6262.567,3,19,91.466
RIC,7699.459,49.0,0 days 00:01:32.007000,10.0,7696.292,,3,19,92.007
STR,3797.107,1.0,0 days 00:01:25.162000,12.0,,,18,19,85.162
STR,4317.046,7.0,0 days 00:02:00.022000,12.0,4314.485,,18,19,120.022
STR,4449.546,8.0,0 days 00:02:12.500000,12.0,4447.0,4332.464,18,19,132.5
STR,4582.628,9.0,0 days 00:02:13.082000,12.0,,4464.68,18,19,133.082
STR,5634.683,22.0,0 days 00:01:19.904000,15.0,5632.192,,18,19,79.904
STR,5729.305,23.0,0 days 00:01:34.622000,19.0,,5656.84,18,19,94.622
STR,7573.676,47.0,0 days 00:01:20.943000,14.0,7571.12,,18,19,80.943
GAS,3865.372,1.0,0 days 00:01:36.603000,3.0,,,10,20,96.603
GAS,4980.518,13.0,0 days 00:01:52.700000,17.0,4957.601,,10,20,112.7
GAS,5075.819,14.0,0 days 00:01:35.301000,18.0,,4983.243,10,20,95.301
GAS,6966.703,35.0,0 days 00:01:50.401000,10.0,6943.365,,10,20,110.401
GAS,7060.194,36.0,0 days 00:01:33.491000,11.0,,6969.426,10,20,93.491
PER,3869.951,1.0,0 days 00:01:41.182000,9.0,,,11,20,101.182
PER,5512.046,19.0,0 days 00:01:49.096000,11.0,5489.428,,11,20,109.096
PER,5605.512,20.0,0 days 00:01:33.466000,12.0,,5514.816,11,20,93.466
PER,7478.664,41.0,0 days 00:01:47.990000,6.0,7456.085,,11,20,107.99
PER,7569.881,42.0,0 days 00:01:31.217000,7.0,,7481.422,11,20,91.217
PER,8899.546,57.0,0 days 00:01:26.467000,4.0,,,11,20,86.467
ALO,3864.382,1.0,0 days 00:01:35.613000,2.0,,,14,20,95.613
ALO,5864.163,23.0,0 days 00:01:49.161000,7.0,5840.912,,14,20,109.161
ALO,5959.18,24.0,0 days 00:01:35.017000,7.0,,5866.926,14,20,95.017
ALO,8896.697,57.0,0 days 00:01:28.338000,3.0,,,14,20,88.338
LEC,3871.828,1.0,0 days 00:01:43.059000,13.0,,,16,20,103.059
LEC,6249.588,27.0,0 days 00:01:53.808000,12.0,6226.556,,16,20,113.808
LEC,6344.791,28.0,0 days 00:01:35.203000,13.0,,6252.334,16,20,95.203
LEC,8920.366,57.0,0 days 00:01:27.912000,8.0,,,16,20,87.912
STR,3870.065,1.0,0 days 00:01:41.296000,10.0,,,18,20,101.296
STR,5883.991,23.0,0 days 00:01:50.883000,13.0,5860.618,,18,20,110.883
STR,5977.484,24.0,0 days 00:01:33.493000,13.0,,5886.617,18,20,93.493
STR,8918.514,57.0,0 days 00:01:27.783000,6.0,,,18,20,87.783
TSU,3869.151,1.0,0 days 00:01:40.382000,8.0,,,22,20,100.382
TSU,4626.102,9.0,0 days 00:01:54.105000,20.0,4603.163,,22,20,114.105
TSU,4722.283,10.0,0 days 00:01:36.181000,20.0,,4628.844,22,20,96.181
TSU,6893.649,34.0,0 days 00:01:50.159000,13.0,6869.812,,22,20,110.159
TSU,6988.279,35.0,0 days 00:01:34.630000,16.0,,6896.368,22,20,94.63
RIC,3873.24,1.0,0 days 00:01:44.471000,16.0,,,3,20,104.471
RIC,6162.521,26.0,0 days 00:01:50.268000,13.0,6139.682,,3,20,110.268
RIC,6257.736,27.0,0 days 00:01:35.215000,15.0,,6165.266,3,20,95.215
OCO,3867.7,1.0,0 days 00:01:38.931000,6.0,,,31,20,98.931
OCO,5970.67,24.0,0 days 00:01:50.392000,12.0,5947.917,,31,20,110.392
OCO,6063.882,25.0,0 days 00:01:33.212000,12.0,,5973.382,31,20,93.212
OCO,8917.81,57.0,0 days 00:01:27.935000,5.0,,,31,20,87.935
VER,3866.061,1.0,0 days 00:01:37.292000,4.0,,,33,20,97.292
VER,5306.0,17.0,0 days 00:01:48.566000,2.0,5283.444,,33,20,108.566
VER,5398.604,18.0,0 days 00:01:32.604000,2.0,,5308.731,33,20,92.604
VER,7423.64,41.0,0 days 00:01:47.168000,2.0,7401.286,,33,20,107.168
VER,7514.962,42.0,0 days 00:01:31.322000,2.0,,7426.412,33,20,91.322
VER,8662.911,55.0,0 days 00:01:57.248000,2.0,8640.184,,33,20,117.248
VER,8779.787,56.0,0 days 00:01:56.876000,2.0,,8665.66,33,20,116.876
VER,8862.983,57.0,0 days 00:01:23.196000,2.0,,,33,20,83.196
NOR,3866.904,1.0,0 days 00:01:38.135000,5.0,,,4,20,98.135
NOR,6055.198,25.0,0 days 00:01:48.671000,10.0,6032.643,,4,20,108.671
NOR,6150.439,26.0,0 days 00:01:35.241000,9.0,,6057.922,4,20,95.241
NOR,8192.679,49.0,0 days 00:01:50.835000,9.0,8168.885,,4,20,110.835
NOR,8285.155,50.0,0 days 00:01:32.476000,11.0,,8195.414,4,20,92.476
HAM,3862.529,1.0,0 days 00:01:33.760000,1.0,,,44,20,93.76
HAM,5384.081,18.0,0 days 00:01:47.391000,1.0,5361.595,,44,20,107.391
HAM,5478.239,19.0,0 days 00:01:34.158000,1.0,,5386.824,44,20,94.158
HAM,7500.961,42.0,0 days 00:01:46.851000,1.0,7478.346,,44,20,106.851
HAM,7593.009,43.0,0 days 00:01:32.048000,1.0,,7503.69,44,20,92.048
HAM,8837.24,57.0,0 days 00:01:32.447000,1.0,,,44,20,92.447
MSC,3874.375,1.0,0 days 00:01:45.606000,18.0,,,47,20,105.606
MSC,5822.491,22.0,0 days 00:01:51.775000,20.0,5799.323,,47,20,111.775
MSC,5919.217,23.0,0 days 00:01:36.726000,20.0,,5825.247,47,20,96.726
VET,3873.528,1.0,0 days 00:01:44.759000,17.0,,,5,20,104.759
VET,6164.236,26.0,0 days 00:01:50.561000,15.0,6141.241,,5,20,110.561
VET,6258.14,27.0,0 days 00:01:33.904000,16.0,,6166.971,5,20,93.904
SAI,3868.573,1.0,0 days 00:01:39.804000,7.0,,,55,20,99.804
SAI,6240.119,27.0,0 days 00:01:49.841000,8.0,6217.195,,55,20,109.841
SAI,6334.88,28.0,0 days 00:01:34.761000,10.0,,6242.8,55,20,94.761
SAI,8919.151,57.0,0 days 00:01:27.748000,7.0,,,55,20,87.748
LAT,3874.521,1.0,0 days 00:01:45.752000,19.0,,,6,20,105.752
LAT,5455.212,18.0,0 days 00:01:50.705000,19.0,5432.205,,6,20,110.705
LAT,5550.394,19.0,0 days 00:01:35.182000,20.0,,5458.058,6,20,95.182
RUS,3873.007,1.0,0 days 00:01:44.238000,15.0,,,63,20,104.238
RUS,5363.872,17.0,0 days 00:01:52.485000,20.0,5340.548,,63,20,112.485
RUS,5458.817,18.0,0 days 00:01:34.945000,20.0,,5366.717,63,20,94.945
RUS,8289.499,49.0,0 days 00:02:27.675000,19.0,8257.276,,63,20,147.675
RUS,8383.424,50.0,0 days 00:01:33.925000,18.0,,8292.222,63,20,93.925
RAI,3871.233,1.0,0 days 00:01:42.464000,12.0,,,7,20,102.464
RAI,4718.569,10.0,0 days 00:01:52.005000,19.0,4695.248,,7,20,112.005
RAI,4813.097,11.0,0 days 00:01:34.528000,20.0,,4721.287,7,20,94.528
RAI,6543.393,30.0,0 days 00:01:50.600000,18.0,6520.471,,7,20,110.6
RAI,6638.903,31.0,0 days 00:01:35.510000,19.0,,6546.119,7,20,95.51
BOT,3870.667,1.0,0 days 00:01:41.898000,11.0,,,77,20,101.898
BOT,6893.851,34.0,0 days 00:01:35.500000,14.0,,6801.09,77,20,95.5
MAZ,3875.087,1.0,0 days 00:01:46.318000,20.0,,,9,20,106.318
MAZ,6660.686,31.0,0 days 00:01:54.304000,20.0,6636.893,,9,20,114.304
MAZ,6762.674,32.0,0 days 00:01:41.988000,20.0,,6663.438,9,20,101.988
GIO,3872.52,1.0,0 days 00:01:43.751000,14.0,,,99,20,103.751
GIO,5178.161,15.0,0 days 00:01:52.686000,20.0,5155.013,,99,20,112.686
GIO,5272.718,16.0,0 days 00:01:34.557000,20.0,,5180.884,99,20,94.557
GIO,6726.768,32.0,0 days 00:01:49.375000,17.0,6704.158,,99,20,109.375
GIO,6821.012,33.0,0 days 00:01:34.244000,19.0,,6729.506,99,20,94.244
GAS,3799.593,1.0,0 days 00:01:41.926000,8.0,,,10,21,101.926
GAS,11314.38,50.0,0 days 00:01:33.008000,6.0,,,10,21,93.008
PER,3796.723,1.0,0 days 00:01:39.056000,5.0,,,11,21,99.056
PER,4679.038,10.0,0 days 00:02:05.840000,5.0,4678.059,,11,21,125.84
ALO,3801.558,1.0,0 days 00:01:43.891000,11.0,,,14,21,103.891
ALO,4701.739,10.0,0 days 00:02:10.761000,13.0,4701.808,,14,21,130.761
ALO,10808.933,44.0,0 days 00:01:37.519000,13.0,10807.985,,14,21,97.519
ALO,10921.811,45.0,0 days 00:01:52.878000,13.0,,10829.075,14,21,112.878
LEC,3796.158,1.0,0 days 00:01:38.491000,4.0,,,16,21,98.491
LEC,4675.801,10.0,0 days 00:02:05.296000,4.0,4674.817,,16,21,125.296
LEC,11317.263,50.0,0 days 00:01:33.431000,7.0,,,16,21,93.431
STR,3803.844,1.0,0 days 00:01:46.177000,16.0,,,18,21,106.177
STR,4584.667,9.0,0 days 00:01:42.354000,16.0,4583.683,,18,21,102.354
STR,4732.342,10.0,0 days 00:02:27.675000,19.0,,4610.848,18,21,147.675
STR,11349.981,50.0,0 days 00:01:33.565000,11.0,,,18,21,93.565
TSU,3802.092,1.0,0 days 00:01:44.425000,12.0,,,22,21,104.425
TSU,8820.567,24.0,0 days 00:02:01.649000,16.0,,8725.815,22,21,121.649
RIC,3799.891,1.0,0 days 00:01:42.224000,9.0,,,3,21,102.224
RIC,11312.945,50.0,0 days 00:01:34.150000,5.0,,,3,21,94.15
OCO,3798.837,1.0,0 days 00:01:41.170000,7.0,,,31,21,101.17
OCO,11300.405,50.0,0 days 00:01:33.223000,4.0,,,31,21,93.223
VER,3794.583,1.0,0 days 00:01:36.916000,3.0,,,33,21,96.916
VER,11279.607,50.0,0 days 00:01:34.032000,2.0,,,33,21,94.032
NOR,3797.824,1.0,0 days 00:01:40.157000,6.0,,,4,21,100.157
NOR,4688.871,10.0,0 days 00:02:06.861000,7.0,4687.91,,4,21,126.861
NOR,11334.131,50.0,0 days 00:01:31.974000,10.0,,,4,21,91.974
HAM,3792.901,1.0,0 days 00:01:35.234000,1.0,,,44,21,95.234
HAM,4663.279,10.0,0 days 00:02:02.043000,1.0,4662.299,,44,21,122.043
HAM,11272.766,50.0,0 days 00:01:35.604000,1.0,,,44,21,95.604
MSC,3804.837,1.0,0 days 00:01:47.170000,18.0,,,47,21,107.17
VET,3803.089,1.0,0 days 00:01:45.422000,15.0,,,5,21,105.422
VET,10817.443,44.0,0 days 00:01:41.485000,14.0,10816.466,,5,21,101.485
SAI,3802.523,1.0,0 days 00:01:44.856000,13.0,,,55,21,104.856
SAI,11319.363,50.0,0 days 00:01:35.424000,8.0,,,55,21,95.424
LAT,3805.289,1.0,0 days 00:01:47.622000,19.0,,,6,21,107.622
LAT,4717.656,10.0,0 days 00:02:06.447000,16.0,4716.709,,6,21,126.447
LAT,11356.043,50.0,0 days 00:01:33.083000,12.0,,,6,21,93.083
RUS,3804.467,1.0,0 days 00:01:46.800000,17.0,,,63,21,106.8
RUS,4586.949,9.0,0 days 00:01:42.388000,17.0,4585.972,,63,21,102.388
RUS,4726.955,10.0,0 days 00:02:20.006000,18.0,,4606.529,63,21,140.006
RAI,3802.573,1.0,0 days 00:01:44.906000,14.0,,,7,21,104.906
RAI,8968.582,26.0,0 days 00:01:51.330000,15.0,8967.684,,7,21,111.33
RAI,9107.764,27.0,0 days 00:02:19.182000,15.0,,9002.064,7,21,139.182
BOT,3793.939,1.0,0 days 00:01:36.272000,2.0,,,77,21,96.272
BOT,4671.286,10.0,0 days 00:02:07.440000,3.0,4671.117,,77,21,127.44
BOT,11300.3,50.0,0 days 00:01:32.647000,3.0,,,77,21,92.647
MAZ,3806.271,1.0,0 days 00:01:48.604000,20.0,,,9,21,108.604
GIO,3801.534,1.0,0 days 00:01:43.867000,10.0,,,99,21,103.867
GIO,11331.266,50.0,0 days 00:01:33.604000,9.0,,,99,21,93.604
GAS,3841.39,1.0,0 days 00:01:39.330000,12.0,,,10,22,99.33
GAS,7028.348,36.0,0 days 00:01:54.650000,5.0,7027.35,,10,22,114.65
GAS,7145.053,37.0,0 days 00:01:56.705000,9.0,,7049.471,10,22,116.705
GAS,8697.756,54.0,0 days 00:01:50.389000,6.0,8696.738,,10,22,110.389
GAS,8818.15,55.0,0 days 00:02:00.394000,7.0,,8718.676,10,22,120.394
GAS,9165.936,58.0,0 days 00:01:28.344000,5.0,,,10,22,88.344
PER,3835.816,1.0,0 days 00:01:33.756000,3.0,,,11,22,93.756
PER,5636.694,21.0,0 days 00:01:36.824000,3.0,5635.684,,11,22,96.824
PER,5745.458,22.0,0 days 00:01:48.764000,5.0,,5657.119,11,22,108.764
PER,7002.202,36.0,0 days 00:01:52.799000,3.0,7001.179,,11,22,112.799
PER,7121.909,37.0,0 days 00:01:59.707000,3.0,,7022.573,11,22,119.707
PER,8530.899,53.0,0 days 00:01:47.607000,3.0,8529.875,,11,22,107.607
PER,8657.793,54.0,0 days 00:02:06.894000,3.0,,8551.269,11,22,126.894
PER,8794.631,55.0,0 days 00:02:16.838000,3.0,8793.514,,11,22,136.838
ALO,3840.739,1.0,0 days 00:01:38.679000,11.0,,,14,22,98.679
ALO,7027.491,36.0,0 days 00:01:57.817000,4.0,7026.384,,14,22,117.817
ALO,7143.731,37.0,0 days 00:01:56.240000,7.0,,7047.811,14,22,116.24
ALO,9221.099,58.0,0 days 00:01:27.607000,8.0,,,14,22,87.607
LEC,3838.203,1.0,0 days 00:01:36.143000,6.0,,,16,22,96.143
LEC,5109.673,15.0,0 days 00:01:33.881000,8.0,5108.752,,16,22,93.881
LEC,5220.526,16.0,0 days 00:01:50.853000,16.0,,5131.136,16,22,110.853
LEC,6925.62,35.0,0 days 00:01:36.558000,9.0,6924.615,,16,22,96.558
LEC,7054.273,36.0,0 days 00:02:08.653000,12.0,,6945.786,16,22,128.653
LEC,9225.452,58.0,0 days 00:01:29.557000,10.0,,,16,22,89.557
STR,3842.394,1.0,0 days 00:01:40.334000,14.0,,,18,22,100.334
STR,5666.944,21.0,0 days 00:01:32.575000,11.0,5665.91,,18,22,92.575
STR,5777.789,22.0,0 days 00:01:50.845000,17.0,,5688.146,18,22,110.845
STR,8516.654,52.0,0 days 00:01:45.169000,14.0,8515.92,,18,22,105.169
STR,8649.009,53.0,0 days 00:02:12.355000,14.0,,8538.311,18,22,132.355
TSU,3838.66,1.0,0 days 00:01:36.600000,7.0,,,22,22,96.6
TSU,5826.801,23.0,0 days 00:01:31.844000,4.0,5825.775,,22,22,91.844
TSU,5937.96,24.0,0 days 00:01:51.159000,10.0,,5848.22,22,22,111.159
TSU,8583.403,53.0,0 days 00:01:55.178000,6.0,8582.376,,22,22,115.178
TSU,8697.863,54.0,0 days 00:01:54.460000,7.0,,8604.242,22,22,114.46
TSU,9165.097,58.0,0 days 00:01:27.954000,4.0,,,22,22,87.954
RIC,3840.327,1.0,0 days 00:01:38.267000,10.0,,,3,22,98.267
